,recno,[IHA2007],RAJ2000,DEJ2000,Per,Vmag,Icmag,Kmag,SNR,RV,l_vsini,vsini,Mm,logL,amp,tc,logR,W(Ca)1,W(Ca)2,logR'1,I07,single,Teff,s_Teff,Mass,s_Mass,Lum,s_Lum,Mass_calc,Mass_e
551,552,3-8-2195,07 54 52.89,-60 45 11.15,,19.5,16.83,14.55,12,11.53,<,8.0,*,-1.75,,94,,-0.04,-0.03,,0,1,3370.0,159.0,0.568,0.05,0.03857,0.01493,0.2743362831858407,0.033371469090881234
552,553,3-8-2312,07 54 56.23,-60 40 30.66,,19.52,16.62,14.17,13,24.59,<,8.0,*,-1.63,,82,,0.06,0.01,-5.39,0,1,3226.0,159.0,0.373,0.027,0.01436,0.00435,0.21061946902654868,0.033371469090881234
553,554,3-8-2333,07 54 57.55,-60 42 38.20,1.32,20.23,17.32,14.9,8,2.08,,14.3,,-1.91,0.021,113,-1.93,0.44,0.4,-4.53,1,1,3333.0,172.0,0.338,0.046,0.01391,0.00586,0.2579646017699115,0.033371469090881234
554,555,3-8-2456,07 55 02.07,-60 42 29.60,0.709,19.01,16.37,14.18,16,0.22,,27.8,,-1.56,0.017,76,-2.03,0.32,0.4,-4.64,1,1,3391.0,157.0,0.421,0.027,0.02168,0.00612,0.2836283185840708,0.033371469090881234
555,556,3-8-2611,07 55 07.76,-60 39 33.65,,18.62,15.96,13.66,19,23.18,<,8.0,*,-1.4,,63,,0.01,0.02,-6.3,0,1,3329.0,157.0,0.387,0.023,0.01737,0.00465,0.25619469026548675,0.033371469090881234
556,557,3-8-2683,07 55 11.83,-60 46 02.67,,18.86,16.39,14.36,17,72.67,<,8.0,*,-1.58,,78,,0.01,-0.05,-6.13,0,1,3441.0,157.0,0.36,0.027,0.01755,0.00504,0.30730337078651687,0.033371469090881234
557,558,3-8-2749,07 55 13.37,-60 41 12.94,,18.01,15.48,13.31,29,0.43,,16.6,,-1.22,,51,,0.47,0.53,-4.46,0,1,3403.0,157.0,0.536,0.022,0.03526,0.00903,0.2889380530973451,0.033371469090881234
558,559,3-8-3061,07 55 23.46,-60 41 51.30,0.714,18.44,16.02,13.83,15,0.86,,36.4,,-1.44,0.009,66,-1.97,0.51,0.58,-4.42,1,1,3475.0,157.0,0.509,0.025,0.0344,0.00922,0.32640449438202246,0.033371469090881234
559,560,3-8-3148,07 55 26.00,-60 44 31.01,,18.67,16.18,13.95,15,19.98,<,8.0,*,-1.5,,71,,0.41,0.31,-4.52,0,1,3460.0,157.0,0.605,0.033,0.04991,0.01531,0.31797752808988766,0.033371469090881234
560,561,3-8-3165,07 55 27.66,-60 43 02.74,,18.93,16.37,14.1,12,1.64,,16.1,,-1.57,,77,,0.3,0.41,-4.66,0,1,3374.0,157.0,0.428,0.028,0.02186,0.00629,0.2761061946902655,0.033371469090881234
561,562,3-8-3326,07 55 34.67,-60 46 32.78,,19.35,16.67,14.46,11,1.05,,9.4,,-1.68,,87,,0.36,0.26,-4.59,0,1,3375.0,158.0,0.382,0.031,0.01793,0.0056,0.27654867256637167,0.033371469090881234
562,563,3-8-3336,07 55 33.71,-60 40 51.00,1.446,19.81,17.03,14.65,9,1.22,,17.9,,-1.81,0.017,101,-1.84,0.17,0.27,-4.94,1,1,3329.0,161.0,0.367,0.039,0.01585,0.00571,0.25619469026548675,0.033371469090881234
563,564,3-8-3343,07 55 34.95,-60 45 35.74,,20.08,17.21,14.68,9,37.36,<,8.0,*,-1.87,,108,,0.14,-0.06,-5.01,0,1,3277.0,162.0,0.395,0.05,0.01686,0.00694,0.2331858407079646,0.033371469090881234
564,565,3-8-3360,07 55 34.64,-60 42 14.57,,19.24,16.54,14.22,11,0.64,,16.0,,-1.63,,82,,0.26,0.36,-4.73,0,1,3337.0,158.0,0.28,0.035,0.01024,0.0038,0.2597345132743363,0.033371469090881234
565,566,3-8-3619,07 55 44.89,-60 44 13.00,0.709,18.1,15.76,13.62,19,0.07,,32.3,,-1.34,0.026,59,-1.92,0.47,0.51,-4.46,1,1,3508.0,157.0,0.505,0.024,0.03506,0.00907,0.3449438202247191,0.033371469090881234
566,567,3-8-3738,07 55 49.64,-60 43 08.80,0.403,20.05,16.96,14.35,8,8.34,,56.6,,-1.74,0.017,93,-2.36,0.03,0.37,-5.7,1,1,3107.0,163.0,0.464,0.078,0.01829,0.00979,0.11,0.033371469090881234
567,568,3-8-43,07 53 32.71,-60 44 35.94,,20.81,17.77,15.32,7,0.37,,44.5,,-2.07,,136,,0.46,0.44,-4.52,0,1,3255.0,151.0,,,,,0.22345132743362833,0.033371469090881234
568,569,3-8-798,07 54 01.03,-60 44 04.21,,20.51,17.67,15.49,8,2.61,<,8.0,,-2.05,,134,,0.0,-0.04,-7.16,0,1,3599.0,158.0,,,,,0.3960674157303371,0.033371469090881234
569,570,3-8-809,07 54 01.66,-60 45 29.20,1.18,18.86,16.17,13.81,22,0.65,,24.9,,-1.48,0.01,69,-1.77,0.29,0.36,-4.68,1,1,3274.0,157.0,0.463,0.025,0.02241,0.00624,0.23185840707964603,0.033371469090881234
570,571,3-8-860,07 54 03.69,-60 46 34.20,0.56,18.51,16.05,13.82,24,0.36,,22.9,,-1.45,0.009,67,-2.08,0.46,0.58,-4.47,1,1,3435.0,157.0,0.474,0.025,0.02845,0.00764,0.3039325842696629,0.033371469090881234
571,572,3-8-972,07 54 07.80,-60 46 30.01,,16.37,14.43,13.29,56,34.67,<,8.0,*,-0.84,,33,,-0.05,-0.04,,0,1,5650.0,122.0,1.0,,1.30742,,1.1,0.033371469090881234
