,recno,ID,m_ID,Parenago,Mem,Rproj,Imag,l_V-I,VmI,V,Vmag,logT,SpT_1,AV,log(L),R,M,log(age),Simbad_1,RAJ2000,DEJ2000,single,recno_2,Name,SpT_2,e_SpT,ref1,Teff,logL,M*,e_M*_2,E_M*_2a,Age,e_Age_2,E_Age_2a,R*,e_R*,Per,n_Per,ref2,Cl,Acc,Notes,Simbad_2,_RA,_DE,Separation,Mass_calc,Mass_e
291,242,171,,,99,4.89,14.94,,2.96,17.9,9.6849982943955,3.509,M4(H),0.13,-0.79,1.29,0.17,6.06,Simbad,05 34 56.93,-05 22 59.82,1,325,V1470 Ori,M4,1,H,3160,-0.868,0.2,0.09,0.11,2.9,2.5,1.8,1.23,0.26,1.18,opt,R09,3,,,Simbad,83.73755,-5.38334,1.24145061741178,0.171031360132267,0.0791312828659902
292,243,173,,,99,11.21,15.08,,3.65,18.73,8.7449982943955,3.509,M4(H),1.9,-0.41,1.99,0.18,5.07,Simbad,05 34 57.06,-05 33 29.12,1,337,2MASS J05345714-0533294,M4.5,1,H13,3020,-0.614,0.17,0.07,0.09,0.8,0.71,1.5,1.8,0.36,0.83,opt,R09,2,,e,Simbad,83.7381,-5.55819,1.30583408779206,0.255939134756399,0.0791312828659902
293,245,172,,,99,10.03,16.16,,3.45,19.61,10.6949982943955,3.5,M4.5(H),0.83,-1.06,0.99,0.14,6.2,Simbad,05 34 57.29,-05 14 33.42,1,405,2MASS J05345737-0514334,M4.5,1,H,3020,-1.17,0.11,0.05,0.09,3.8,1.8,2.8,0.95,0.19,0.59,opt,R09,,,g,Simbad,83.73906,-5.24264,1.26349926951887,0.130171301400921,0.0791312828659902
294,248,175,,,99,4.71,14.07,,2.41,16.48,8.39499829439551,3.526,M3(H),0,-0.55,1.58,0.23,5.93,Simbad,05 34 57.69,-05 22 50.92,1,285,V402 Ori,M3.5,1,H13,3260,-0.652,0.24,0.08,0.12,2.2,0.8,1,1.48,0.28,9.19,opt,H00,2,,,Simbad,83.74077,-5.38087,1.43151882525909,0.291560672214511,0.0791312828659902
295,250,181,,,99,7.89,15.16,,3.28,18.44,8.4749992943955,3.526,M3(H),1.88,-0.52,1.62,0.23,5.9,Simbad,05 34 57.83,-05 29 45.42,1,243,V1473 Ori,M3,1,H,3360,-0.609,0.28,0.06,0.11,2.1,0.4,1.3,1.47,0.24,1.36,opt,H02,3,,,Simbad,83.74135,-5.49612,1.53114556594914,0.283464627613884,0.0791312828659902
296,251,177,,,99,7.37,14.53,,2.9,17.43,6.5049982943955,3.58,M0(H),2.84,-0.12,2.02,0.35,5.71,Simbad,05 34 57.95,-05 17 37.62,1,137,V2089 Ori,M1.5,1,H13,3560,-0.443,0.38,0.06,0.09,1.9,0.4,1.1,1.58,0.22,8.85,opt,R09,,,g,Simbad,83.74179,-5.2938,1.19042026578516,0.508048766320653,0.0791312828659902
297,254,180,,,99,12.36,14.45,,2.94,17.39,9.30499829439551,3.494,M5(H),0,-0.54,1.84,0.14,4.96,Simbad,05 34 58.11,-05 11 53.72,1,365,2MASS J05345819-0511536,M5,1,H13,2880,-0.684,0.13,0.07,0.1,0.3,0.24,2.1,1.83,0.41,0.73,opt,R09,,,"e,g",Simbad,83.74247,-5.19824,1.23815890971492,0.199747700617416,0.0791312828659902
298,255,183,,,99,5.05,14.49,,3.45,17.94,9.4149982943955,3.494,M5(H),0.44,-0.45,2.05,0.15,4.73,Simbad,05 34 58.18,-05 25 32.92,1,403,2MASS J05345827-0525332,M6,1,H13,2800,-0.556,0.11,0.02,0.07,0.1,0.06,0.4,2.24,0.35,1.51,opt,H02,3,,,Simbad,83.74282,-5.42591,1.48868711904718,0.191379337692035,0.0791312828659902
299,256,184,,,99,4.99,15.73,,,,,3.555,M1.5(H),0,-1.27,0.6,0.35,7.18,Simbad,05 34 58.29,-05 21 16.52,1,502,2MASS J05345837-0521166,M3,1,H13,3360,,,,,,,,,,1.5,opt,R09,3,N,c,Simbad,83.74324,-5.35462,1.31305136576991,,0
300,257,186,,,99,10.46,16.13,,4.29,20.419998,7.4349972943955,3.535,M2.5(H),4.9,-0.2,2.26,0.23,5.04,Simbad,05 34 58.44,-05 32 49.52,1,193,V1474 Ori,M2.5,1,H,3425,-0.312,0.32,0.07,0.09,1.3,0.3,0.4,1.98,0.3,5.85,opt,P09,2,,,Simbad,83.74387,-5.54718,1.36573407978461,0.383143408172947,0.0791312828659902
301,258,185,,,99,11.81,16.05,,3.33,19.38,11.2949982943955,3.483,M5.5(H),0,-1.1,1.01,0.1,5.89,Simbad,05 34 58.61,-05 12 26.12,1,564,2MASS J05345869-0512261,M5.5,1,H,2840,-1.252,,,,,,,0.98,0.17,1.8,opt,H02,3,,b,Simbad,83.74455,-5.20727,1.22602691502069,0.106193456562832,0.0791312828659902
302,259,187,,,99,4.89,14.27,,2.85,17.12,5.0849992943955,3.643,K5(H),3.95,0.22,2.23,0.68,5.77,Simbad,05 34 58.71,-05 21 17.52,1,61,V2094 Ori,K6,1,H13,4020,0.031,0.68,0.08,0.15,1.3,0.4,0.8,2.14,0.28,14.41,opt,H02,,N,g,Simbad,83.74497,-5.3549,1.24238848259233,0.847104589266435,0.0791312828659902
303,260,188,,,99,6.42,14.32,,2.38,16.7,8.6149982943955,3.526,M3(H),0,-0.65,1.41,0.23,6.04,Simbad,05 34 58.81,-05 28 02.92,1,245,V1475 Ori,M3,1,H,3360,-0.772,0.28,0.08,0.09,3,0.7,2.1,1.22,0.2,6.58,opt,R09,3,,,Simbad,83.74543,-5.46759,1.44909514568994,0.269297487129829,0.0791312828659902
304,262,189,,,99,4.34,15.24,,3.43,18.67,10.1949982943955,3.494,M4.5IV-M5V(H),0.39,-0.76,1.43,0.14,5.39,Simbad,05 34 59.10,-05 23 07.52,1,377,2MASS J05345918-0523078,M4.75,1,H,2950,-0.867,0.13,0.06,0.09,1.8,1.65,1.5,1.41,0.3,2.89,opt,R09,,,g,Simbad,83.74662,-5.38551,1.36325017062911,0.14949380677434,0.0791312828659902
305,264,191,,,99,4.28,14.18,,2.78,16.960001,7.84499929439551,3.535,M4(Eetal)M2.5(H),1.03,-0.37,1.87,0.24,5.67,Simbad,05 34 59.47,-05 23 59.92,1,182,V1318 Ori,M2.5,1,H,3425,-0.474,0.34,0.08,0.06,1.8,0.4,0.6,1.64,0.25,8.63,opt,H02,,,g,Simbad,83.74816,-5.40006,1.35289317400505,0.34447367712579,0.0791312828659902
306,265,192,,1686,99,4.8,13.73,,2.3,16.029999,7.7649962943955,3.544,M2(H),0.18,-0.41,1.7,0.29,5.86,Simbad,05 34 59.54,-05 25 39.52,1,110,V1477 Ori,M1,1,H13,3630,-0.449,0.43,0.07,0.1,2.3,0.7,1.3,1.51,0.21,8.93,opt,P09,2,,,Simbad,83.74844,-5.42777,1.35580570669136,0.351864162102741,0.0791312828659902
307,269,5106,,,,4.14,17.32,,1.9,19.22,,,>M2(H),,,,,,Simbad,05 35 00.13,-05 24 08.89,1,487,V2099 Ori,M5.5,2,H13,2840,-1.76,,,,,,,0.55,0.17,7.29,MIR,M11,2,,b,Simbad,83.75091,-5.40253,1.33798866649928,,0
308,270,5038,,,,8.45,17.07,,,,,3.633,K5-K6:(H),0,-1.86,0.21,,,Simbad,05 35 00.14,-05 15 58.38,1,597,2MASS J05350023-0515590,K5.5,1,H,4080,,,,,,,,,,1.25,opt,R09,2,,c,Simbad,83.751,-5.26639,1.61877142281567,,0
309,273,198,,,99,4.42,13.8,,1.63,15.43,6.8649992943955,3.623,K6e(H),0.48,-0.43,1.16,0.82,6.77,Simbad,05 35 00.37,-05 25 13.92,1,41,V2102 Ori,K6e,1,H,4020,-0.543,0.79,0.15,0.07,11,5,8,1.1,0.14,,,,2,,"a,f",Simbad,83.75195,-5.42064,1.51296810900646,0.455875842030421,0.0791312828659902
310,274,203,,1695,98,15.28,13.85,,2.48,16.33,6.4849982943955,3.58,MO(H),1.76,-0.11,2.04,0.35,5.7,Simbad,05 35 00.72,-05 38 08.32,1,94,KW Ori,M0,1,H,3770,-0.301,0.51,0.09,0.11,2,0.6,1.4,1.66,0.23,7.29,opt,S99,2,,,Simbad,83.75343,-5.63555,1.57759161334745,0.511683478671463,0.0791312828659902
311,275,200,,,99,8.65,15.85,,3.81,19.66,7.9049982943955,3.535,M2.5(H),3.67,-0.39,1.82,0.25,5.74,Simbad,05 35 00.75,-05 31 05.32,1,483,V2106 Ori,M5,1,H13,2880,-0.932,,,,,,,1.38,0.31,3.11,opt,H02,2,,b,Simbad,83.75355,-5.5183,1.62260692966255,0.338557019699082,0.0791312828659902
312,277,201,,,99,3.95,13.41,,2.97,16.38,6.7849972943955,3.535,M2.5(H),1.51,0.06,3.05,0.19,4.27,Simbad,05 35 00.93,-05 24 10.02,1,190,2MASS J05350101-0524103,M2.5,1,H,3425,-0.048,0.32,0.07,0.1,0.7,0.6,0.3,2.68,0.4,1.92,opt,H02,3,N,,Simbad,83.75423,-5.40289,1.32900709887877,0.466807954118588,0.0791312828659902
313,279,202,,,,3.87,15.88,,2.9,18.78,10.6949982943955,3.5,M4.5(H),0,-1.15,0.89,0.13,6.29,Simbad,05 35 01.00,-05 23 03.52,1,408,V2107 Ori,M4.5,1,H,3020,-1.308,0.11,0.05,0.09,4.6,1.8,4.5,0.81,0.16,3.98,MIR,M11,,A,g,Simbad,83.75448,-5.38448,1.27704507813072,0.130171301400921,0.0791312828659902
314,282,205,,,99,4.16,16.6,,,,,3.471,M6(H),0,-1.23,0.93,0.07,5.38,Simbad,05 35 01.14,-05 21 44.12,1,596,2MASS J05350121-0521444,M6,1,H,2800,,,,,,,,,,8.2,opt,R09,3,,c,Simbad,83.75508,-5.36233,1.21278277236729,,0
315,284,207,,,99,6.3,15.7,,,,,,,,,,,,Simbad,05 35 01.23,-05 18 21.22,1,505,2MASS J05350132-0518212,M4.5,1,H13,3020,,,,,,,,,,2.74,opt,R09,3,,c,Simbad,83.7555,-5.30591,1.34538146362045,,0
316,286,204,,1693,98,14.34,13.74,,2.16,15.9,7.5749982943955,3.555,M1.5(H),0.24,-0.41,1.61,0.33,5.92,Simbad,05 35 01.35,-05 09 32.52,1,148,KV Ori,M1.5,1,H,3560,-0.564,0.38,0.06,0.08,2.6,0.7,1.5,1.38,0.19,2.83,opt,Re01,3,N,,Simbad,83.75594,-5.15906,1.13347875917096,0.370199274191442,0.0791312828659902
317,287,211,,,99,6.22,14.04,,2.61,16.65,7.9749982943955,3.535,M2.5(H),0.59,-0.42,1.76,0.25,5.79,Simbad,05 35 01.39,-05 28 20.32,1,191,V1479 Ori,M2.5,1,H,3425,-0.524,0.32,0.06,0.09,1.9,0.4,1.1,1.55,0.23,5.46,opt,H02,3,N,,Simbad,83.75619,-5.47244,1.50098307185443,0.33175670479056,0.0791312828659902
318,288,213,,,99,4.32,15.59,,2.89,18.48,10.3949982943955,3.494,M5(H),0,-1,1.09,0.13,6.07,Simbad,05 35 01.49,-05 25 33.62,1,476,2MASS J05350158-0525339,M5,1,H13,2880,-1.14,,,,,,,1.08,0.24,2.71,opt,R09,3,,b,Simbad,83.75659,-5.42611,1.41858062681112,0.141695865947258,0.0791312828659902
319,289,212,,,99,3.81,15.11,,3.62,18.73,9.76499829439551,3.494,M5(H),0.88,-0.59,1.74,0.14,5.06,Simbad,05 35 01.51,-05 24 09.82,1,387,2MASS J05350160-0524101,M5,1,H13,2880,-0.755,0.12,0.05,0.1,0.3,0.15,2.3,1.69,0.38,0.81,opt,R09,3,,e,Simbad,83.7567,-5.40282,1.50065540739862,0.167375393174625,0.0791312828659902
320,290,216,,,99,10.91,16.01,,3.99,20,8.21499829439551,3.526,M3(H),3.7,-0.42,1.83,0.22,5.61,Simbad,05 35 01.52,-05 33 37.72,1,227,2MASS J05350161-0533380,M3,1,H,3360,-0.506,0.29,0.06,0.1,1.7,0.4,0.8,1.65,0.27,6.69,opt,P09,,N,g,Simbad,83.75673,-5.56057,1.45954169971578,0.309217306876104,0.0791312828659902
321,292,215,,,99,5.29,16.15,,,,,,,,,,,,Simbad,05 35 01.62,-05 27 09.52,1,455,2MASS J05350171-0527099,M4.9,1,D10,2908,,,,,,,,,,3.37,opt,R09,,,c,Simbad,83.75715,-5.45276,1.49262597322886,,0
322,293,218,,,99,7.85,14.98,,2.99,17.97,9.8849982943955,3.5,M4.5(H),0,-0.79,1.35,0.15,5.88,Simbad,05 35 01.73,-05 30 18.82,1,354,2MASS J05350182-0530193,M4.5,1,H,3020,-0.948,0.15,0.07,0.08,2.7,2.5,1.4,1.23,0.24,3.78,opt,R09,3,,,Simbad,83.75762,-5.50537,1.5614906003623,0.162342026685281,0.0791312828659902
323,295,219,,,99,6.16,15.52,,4.3,19.82,9.1149982943955,3.494,M5(H),2.62,-0.33,2.35,0.15,4.43,Simbad,05 35 01.99,-05 18 22.52,1,388,V2120 Ori,M5,1,H13,2880,-0.494,0.12,0.03,0.12,0.1,0.08,1.6,2.28,0.51,1.69,opt,R09,2,,,Simbad,83.75863,-5.30629,1.21910302930851,0.218729741793815,0.0791312828659902
324,298,222,,,98,6.8,14.14,,2.85,16.99,7.3149982943955,3.544,M2(H),1.59,-0.23,2.09,0.25,5.33,Simbad,05 35 02.09,-05 29 09.22,1,163,JW 222,M2,1,H,3490,-0.356,0.36,0.07,0.07,1.5,0.3,0.5,1.81,0.25,5.17,opt,H00,2,N,,Simbad,83.7591,-5.48607,1.53927034489842,0.394916680065485,0.0791312828659902
325,300,221,,1703,98,8.36,11.33,,2.66,13.99,1.8749972943955,3.679,K3(H),4.03,1.41,7.39,1.52,4.98,Simbad,05 35 02.30,-05 15 47.82,1,5,V403 Ori,K3,1,H,4550,1.357,2.51,1.02,0.49,0.3,0.1,0.1,7.68,1.15,6.09,MIR,M11,3,N,a,Simbad,83.75992,-5.26333,1.21852654870791,,0
326,304,227,,,99,9.67,16.27,,4.25,20.52,,,,,,,,,Simbad,05 35 02.60,-05 32 24.52,1,477,2MASS J05350270-0532249,M6,1,H13,2800,-1.174,,,,,,,1.1,0.17,2.73,opt,R09,3,,b,Simbad,83.76125,-5.54026,1.54986588343868,,0
327,306,228,,,99,9.32,16.66,,3.68,20.34,11.2249982943955,3.494,M5e(H),1.03,-1.17,0.89,0.12,6.26,Simbad,05 35 02.67,-05 32 02.32,1,484,V2124 Ori,M5.5,1,H13,2840,-1.496,,,,,,,0.74,0.13,3.22,opt,H02,2,,b,Simbad,83.76152,-5.53412,1.50513199534869,0.109302621997422,0.0791312828659902
328,310,229,,,99,5.91,14.17,,2.41,16.58,7.6149982943955,3.555,M1.5(H),0.88,-0.43,1.58,0.33,5.94,Simbad,05 35 03.07,-05 18 29.82,1,153,V2128 Ori,M1.5,1,H,3560,-0.605,0.37,0.06,0.09,2.8,0.8,1.9,1.31,0.18,7.75,opt,H02,,N,g,Simbad,83.76315,-5.30831,1.28805007523511,0.366390144527962,0.0791312828659902
329,311,231,,,99,6.42,15.57,,,,,3.471,M6(H),0,-0.81,1.49,0.1,4.82,Simbad,05 35 03.13,-05 17 53.22,1,611,V2129 Ori,M6,1,H,2800,,,,,,,,,,5.53,NIR,C01,,,c,Simbad,83.76343,-5.29814,1.39455947567895,,0
330,313,234,,,99,4.29,15.95,,2.88,18.83,10.7449982943955,3.5,M4.5(H),0,-1.18,0.86,0.13,6.31,Simbad,05 35 03.34,-05 26 09.72,1,409,2MASS J05350343-0526100,M4.5,1,H,3020,-1.336,0.11,0.05,0.09,4.8,1.8,4.6,0.78,0.16,3.96,MIR,M11,3,,,Simbad,83.7643,-5.43613,1.41718469330524,0.128192575959035,0.0791312828659902
331,316,5100,,,,3.26,16.53,,,,,3.483,M5.5e(H),0,-1.3,0.81,0.09,6.28,Simbad,05 35 03.61,-05 22 45.29,1,601,2MASS J05350370-0522457,M5.5,1,H,2840,,,,,,,,,,5.11,MIR,M11,2,A,c,Simbad,83.76542,-5.37936,1.41547743113118,,0
332,319,237,,,99,5.39,15.32,,3.22,18.539999,9.6549982943955,3.509,M4(H),0.8,-0.78,1.31,0.17,6.05,Simbad,05 35 03.87,-05 18 59.62,1,317,V2136 Ori,M4,1,H13,3160,-0.857,0.21,0.09,0.11,2.9,2.3,1.9,1.24,0.26,5.22,opt,H02,2,,,Simbad,83.76651,-5.31661,1.39121493230438,0.173469103218184,0.0791312828659902
333,320,243,,,99,4.49,13.58,,2.36,15.94,7.51499729439551,3.544,M2(H),0.34,-0.31,1.9,0.26,5.71,Simbad,05 35 03.97,-05 26 36.72,1,140,V1482 Ori,M1.5,1,H13,3560,-0.4,0.38,0.06,0.1,1.7,0.3,0.9,1.66,0.23,10.15,opt,H00,2,N,,Simbad,83.76694,-5.44366,1.4985946007534,0.375919736627446,0.0791312828659902
334,321,241,,,99,4.39,16.54,,,,,,,,,,,,Simbad,05 35 04.07,-05 20 15.52,1,500,2MASS J05350416-0520156,M4,1,H13,3160,,,,,,,,,,1.24,opt,R09,3,,c,Simbad,83.76734,-5.33768,1.37401708510848,,0
335,322,244,,,99,3.24,15.47,,2.91,18.380001,10.2949992943955,3.494,M5(H),0,-0.95,1.15,0.13,6.01,Simbad,05 35 04.07,-05 22 24.02,1,335,2MASS J05350416-0522243,M4,1,H13,3160,-1.111,0.17,0.08,0.12,4.3,2.3,4.8,0.93,0.19,2.48,opt,R09,3,A,,Simbad,83.76737,-5.37343,1.51150495969678,0.145656174317172,0.0791312828659902
336,323,245,,,99,4.36,13.95,,2.7,16.65,7.3549982943955,3.544,M2e(H),1.21,-0.25,2.05,0.25,5.42,Simbad,05 35 04.10,-05 26 27.42,1,179,V1322 Ori,M2e,1,H,3490,-0.374,0.35,0.06,0.08,1.5,0.2,0.6,1.78,0.25,8.73,opt,H00,2,A,,Simbad,83.76748,-5.44107,1.48575694547476,0.390951772077188,0.0791312828659902
337,324,240,,,99,8.59,15.69,,3.19,18.88,7.68499779439551,3.562,M1(H),3.11,-0.5,1.42,0.38,6.1,Simbad,05 35 04.11,-05 15 21.32,1,125,V2138 Ori,M1,1,H,3630,-0.678,0.41,0.06,0.11,4.2,1.5,3.5,1.16,0.16,13.33,opt,R09,3,,,Simbad,83.7675,-5.25594,1.34584643797725,0.359336634035579,0.0791312828659902
338,328,249,,1737,99,3.05,13.64,,2.35,15.99,4.43499779439551,3.695,"K2(H)M0,M4(Sam)",3.47,0.35,2.03,1.38,6.3,Simbad,05 35 04.41,-05 23 56.22,1,18,V2140 Ori,K2,1,H,4760,0.296,1.58,0.12,0.12,4.3,1.9,3.2,2.06,0.3,3.82,opt,H02,,N,a,Simbad,83.76875,-5.39904,1.38251265699982,1.09318388550726,0.0791312828659902
339,329,250,,,99,4.03,14.02,,3,17.02,7.77499929439551,3.526,M3(H),1.16,-0.24,2.24,0.21,5,Simbad,05 35 04.41,-05 26 04.02,1,210,V1483 Ori,M3,1,H,3360,-0.328,0.3,0.07,0.09,1.3,0.8,0.4,2.03,0.34,2.71,opt,H02,,,g,Simbad,83.76876,-5.43456,1.43547256293246,0.350957185590956,0.0791312828659902
340,330,252,,1726,99,6.93,12.62,,1.71,14.33,5.2249972943955,3.643,K4-K5(H),1.02,0.17,2.1,0.69,5.85,Simbad,05 35 04.43,-05 29 37.82,1,32,Parenago 1726,K4.5,1,H,4235,0.106,0.95,0.25,0.33,1.9,0.9,2.3,2.1,0.32,9.23,opt,P09,2,N,,Simbad,83.7689,-5.49395,1.63246047947225,0.801203688108905,0.0791312828659902
341,332,254,,,99,4.22,14.35,,3.21,17.560001,7.7750002943955,3.526,M3(H),1.7,-0.24,2.24,0.21,5,Simbad,05 35 04.51,-05 26 22.52,1,213,V1323 Ori,M3,1,H,3360,-0.328,0.3,0.07,0.09,1.3,0.8,0.4,2.03,0.34,0.96,opt,R09,2,N,,Simbad,83.7692,-5.43974,1.56122289634302,0.350957183335883,0.0791312828659902
342,333,251,,,99,3.25,14.68,,2.12,16.8,8.71499829439551,3.544,M2(H),0,-0.83,1.04,0.3,6.38,Simbad,05 35 04.52,-05 24 42.02,1,185,2MASS J05350461-0524424,M2,1,H,3490,-0.928,0.33,0.06,0.07,6.3,2.3,3.7,0.94,0.13,0.84,opt,R09,3,N,,Simbad,83.76922,-5.4118,1.46014686602366,0.25915063288939,0.0791312828659902
343,338,258,,,99,4.38,13.69,,2.38,16.07,6.6949982943955,3.571,M0.5(H),1.29,-0.15,2.02,0.33,5.71,Simbad,05 35 04.66,-05 26 37.52,1,105,V2143 Ori,M0.5,1,H,3700,-0.342,0.46,0.08,0.1,1.9,0.5,1.2,1.64,0.22,10.98,opt,H02,2,N,,Simbad,83.76981,-5.44389,1.49039120985928,0.479840349063249,0.0791312828659902
344,340,257,,,99,3.01,14.51,,2.64,17.15,9.0649982943955,3.5,M4.5(H),0,-0.6,1.67,0.15,5.26,Simbad,05 35 04.72,-05 22 38.52,1,357,V2145 Ori,M4.5,1,H,3020,-0.76,0.15,0.06,0.1,1.7,1.51,1.2,1.52,0.3,5.22,opt,H02,2,,,Simbad,83.77008,-5.37742,1.49384138091683,0.223819680802812,0.0791312828659902
345,342,263,,,99,13.66,14.9,,3.14,18.039999,9.91499629439551,3.5,M4.5(H),0.04,-0.75,1.41,0.15,5.65,Simbad,05 35 04.98,-05 36 43.82,1,401,V2148 Ori,M5,1,H13,2880,-0.864,0.11,0.04,0.09,0.4,0.3,2.6,1.49,0.33,7.75,opt,H02,2,,,Simbad,83.7711,-5.61217,1.25398589584404,0.161093734813163,0.0791312828659902
346,347,271,,1748,99,11.44,12.74,,1.88,14.62,6.3149982943955,3.58,M0(H),0.22,-0.04,2.21,0.33,5.57,Simbad,05 35 05.24,-05 34 28.12,1,98,V387 Ori,M0,1,H,3770,-0.188,0.49,0.07,0.14,1.4,0.3,0.9,1.89,0.26,8.25,NIR,C01,2,,,Simbad,83.7722,-5.57459,1.37447234111706,0.54151623227262,0.0791312828659902
347,348,265,,,99,2.89,14.3,,2.69,16.99,6.6049982943955,3.58,M0(H),2.3,-0.16,1.93,0.37,5.75,Simbad,05 35 05.28,-05 24 10.22,1,89,V2150 Ori,M0,1,H,3770,-0.35,0.52,0.1,0.11,2.4,0.9,1.7,1.57,0.21,6.54,opt,P09,2,,,Simbad,83.77239,-5.40293,1.43573102370955,0.492492770832779,0.0791312828659902
348,349,268,,1747,99,4.79,12.88,,1.61,14.49,5.9749972943955,3.623,K5-K6(H),0.43,-0.07,1.75,0.62,6.01,Simbad,05 35 05.31,-05 27 16.62,1,34,V2151 Ori,K5,1,StE,4140,-0.106,0.86,0.2,0.25,3,1.4,3.1,1.72,0.25,9.8,opt,H02,,N,g,Simbad,83.77252,-5.45475,1.49472814685324,0.601610587861896,0.0791312828659902
349,352,5096,,,,2.9,17.49,,,,,3.46,M6.5(H),0,-1.48,0.73,0.05,5.2,Simbad,05 35 05.36,-05 22 30.10,1,549,V2154 Ori,M6,1,H13,2800,,,,,,,,,,3.56,MIR,M11,,,c,Simbad,83.77271,-5.37514,1.40919017708327,,0
350,354,272,,,99,5.26,14.07,,2.3,16.369999,7.6849972943955,3.555,M1.5e(H),0.6,-0.46,1.53,0.34,5.98,Simbad,05 35 05.40,-05 27 51.72,1,144,V2155 Ori,M1.5e,1,H,3560,-0.634,0.38,0.06,0.08,3.2,1,1.9,1.27,0.18,2.98,opt,P09,,A,g,Simbad,83.7729,-5.46451,1.52349987013011,0.359336672642655,0.0791312828659902
351,360,275,a,1745,99,3.21,13.01,,2.28,15.29,7.0749982943955,3.544,M2(H),0.13,-0.13,2.33,0.24,5.01,Simbad,05 35 05.60,-05 25 05.92,1,593,V1324 Ori,M2,1,H,3490,,,,,,,,,,0.95,opt,H02,3,,c,Simbad,83.77369,-5.41829,1.28052022504616,0.425823185546141,0.0791312828659902
352,362,269,,,99,12.1,16.27,,,,,,,,,,,,Simbad,05 35 05.64,-05 11 34.92,1,521,V2157 Ori,M3,1,H13,3360,,,,,,,,,,5.99,opt,R09,2,,c,Simbad,83.77387,-5.19308,1.33712858089875,,0
353,363,278,,,99,2.85,13.66,,1.94,15.6,5.9049992943955,3.643,K2-K7e(H),1.61,-0.11,1.53,0.83,6.36,Simbad,05 35 05.64,-05 24 18.02,1,31,V480 Ori,K4.5,4,H,4235,-0.166,0.98,0.59,0.24,4.9,3.9,22.6,1.53,0.56,6.76,opt,H02,2,A,a,Simbad,83.77385,-5.40514,1.34453310438735,0.619260551493529,0.0791312828659902
354,364,280,,,99,4.07,13.44,,2.67,16.11,7.71499829439551,3.526,M3(H),0.31,-0.22,2.31,0.21,4.92,Simbad,05 35 05.64,-05 26 25.82,1,240,V1484 Ori,M3,1,H,3360,-0.301,0.28,0.04,0.12,1.2,0.9,0.3,2.09,0.35,1.99,opt,H02,,N,g,Simbad,83.77389,-5.4406,1.43843518124649,0.356506678145623,0.0791312828659902
355,366,284,,,99,10.88,14.6,,3.11,17.710001,8.1849982943955,3.526,M3e(H),1.44,-0.41,1.86,0.22,5.52,Simbad,05 35 05.67,-05 33 55.42,1,307,V408 Ori,M4e,1,H13,3160,-0.638,0.22,0.08,0.11,2.1,1.8,0.7,1.6,0.33,3.08,opt,P09,2,A,,Simbad,83.77401,-5.5655,1.43084862763743,0.31184358577972,0.0791312828659902
356,369,281,,,99,4.51,13.96,,3.04,17,8.0649982943955,3.518,M3.5(H),0.85,-0.26,2.27,0.19,4.87,Simbad,05 35 05.76,-05 27 01.12,1,267,2MASS J05350584-0527016,M3.5,1,H,3260,-0.352,0.26,0.07,0.12,1.2,1,0.4,2.09,0.39,3.15,opt,P09,3,N,,Simbad,83.77437,-5.45046,1.43021435450078,0.323267018357669,0.0791312828659902
357,370,283,,,99,4.61,15.17,,3.07,18.24,6.6749982943955,3.591,K8(H),3.48,-0.23,1.69,0.45,5.93,Simbad,05 35 05.79,-05 27 08.52,1,68,V2162 Ori,K8,1,H,3940,-0.33,0.66,0.08,0.08,3.6,1.3,1.9,1.47,0.18,7.39,opt,P09,2,,,Simbad,83.77453,-5.4525,1.52871552788023,0.482571096092447,0.0791312828659902
358,371,282,,,99,9.33,16.26,,,,,3.5,M4.5(H),0,-1.3,0.75,0.12,6.41,Simbad,05 35 06.01,-05 14 24.82,1,592,V2163 Ori,M4.5,1,H,3020,,,,,,,,,,0.78,opt,H02,3,,c,Simbad,83.77542,-5.24028,1.36927499408835,,0
359,372,285,,,99,4.31,15.06,,,,,3.509,M4(H),0,-0.87,1.18,0.17,6.12,Simbad,05 35 06.06,-05 19 55.42,1,610,JW 285,M4,1,H,3160,,,,,,,,,,4.82,opt,H02,,,c,Simbad,83.77562,-5.33212,1.3430734904308,,0
360,375,286,,,99,2.88,14.91,,2.78,17.69,5.8349982943955,3.643,K5(H),3.77,-0.08,1.58,0.82,6.31,Simbad,05 35 06.19,-05 22 02.32,1,33,2MASS J05350627-0522027,K5,1,H,4140,-0.188,0.88,0.22,0.2,4.1,2.1,4.3,1.57,0.23,3.81,opt,R09,,N,a,Simbad,83.77616,-5.36742,1.37715472867103,0.637042356904289,0.0791312828659902
361,376,290,,,99,4.47,15.48,,,,,,,,,,,,Simbad,05 35 06.33,-05 27 04.32,1,436,2MASS J05350642-0527048,M4.7,1,D10,2964,,,,,,,,,,3.1,opt,R09,2,,c,Simbad,83.77676,-5.45134,1.46890276284248,,0
362,380,294,,,99,8.17,15.41,,3.5,18.91,9.8649982943955,3.5,M4.5(H),0.96,-0.73,1.45,0.15,5.57,Simbad,05 35 06.36,-05 31 08.72,1,356,V2166 Ori,M4.5,1,H,3020,-0.839,0.15,0.06,0.1,2.2,2.01,1.2,1.39,0.28,2.57,opt,H02,2,,,Simbad,83.77691,-5.51924,1.56663953431618,0.163177170620534,0.0791312828659902
