recno,[IHA2007],RAJ2000,DEJ2000,Per,Vmag,Icmag,Kmag,SNR,RV,l_vsini,vsini,Mm,logL,amp,tc,logR,W(Ca)1,W(Ca)2,logR'1,I07,single,Mass,s_Mass,Lum,s_Lum,Gmag,Teff,Mass_calc,Mass_e
492,3-6-3232,07 55 24.03,-61 01 45.20,0.409,16.02,14.52,12.75,49,1.37,,68.1,,-0.91,0.023,36,-1.94,0.55,0.74,-4.36,1,1,0.68,,0.14085,,15.606757,4828.2,0.8016020671834625,0.009349559060936414
493,3-6-3289,07 55 26.56,-61 04 09.70,,20.21,17.23,14.73,11,3.93,<,8.0,*,-1.86,,107,,0.12,0.02,-5.11,0,1,0.319,0.035,0.01059,0.0038,18.79175,,,0.009349559060936414
494,3-6-3363,07 55 28.97,-61 04 40.40,5.126,17.82,15.62,13.47,34,0.4,<,8.0,,-1.3,0.013,56,-1.04,0.43,0.49,-4.49,1,1,0.543,0.022,0.04671,0.01132,16.883781,3885.1,0.5695390070921985,0.009349559060936414
495,3-6-3495,07 55 34.00,-61 02 41.77,,20.76,17.66,14.95,9,2.51,,21.7,,-2.01,,128,,0.31,0.33,-4.7,0,1,0.358,0.051,0.0139,0.00601,19.254416,,,0.009349559060936414
496,3-6-3532,07 55 34.89,-60 58 27.00,0.384,19.42,16.73,14.41,12,3.82,,44.9,,-1.7,0.016,89,-2.37,0.3,0.26,-4.66,1,1,0.38,0.031,0.01676,0.00529,18.257307,3401.6,0.2912987012987012,0.009349559060936414
497,3-6-3671,07 55 40.01,-61 01 15.90,2.8,17.78,15.57,13.39,29,0.45,<,8.0,,-1.28,0.013,55,-1.29,0.5,0.58,-4.42,1,1,0.545,0.023,0.04668,0.01151,16.863008,3618.2,0.4560248447204968,0.009349559060936414
498,3-6-3688,07 55 40.27,-60 59 34.02,,16.73,14.69,12.71,47,12.64,,9.7,*,-0.93,,37,,-0.01,-0.03,,0,1,0.606,0.021,0.06656,0.01552,15.909268,4088.9,0.7,0.009349559060936414
499,3-6-3743,07 55 42.29,-61 04 07.10,3.619,19.38,16.68,14.36,17,0.65,<,8.0,,-1.68,0.01,87,-1.38,0.31,0.34,-4.65,1,1,0.411,0.029,0.02022,0.00603,18.128845,3437.7,0.32008849557522107,0.009349559060936414
500,3-6-3858,07 55 46.56,-60 59 40.60,14.453,17.96,15.75,13.63,28,19.69,,60.7,*,-1.35,0.005,59,-0.61,0.28,0.3,-4.67,1,1,0.61,,0.26249,,17.059551,6006.5,1.1386120996441282,0.009349559060936414
501,3-6-3868,07 55 46.34,-60 56 23.69,,17.97,15.64,13.23,24,21.31,<,8.0,*,-1.3,,56,,0.0,0.01,,0,1,0.57,,0.04975,,17.041395,,,0.009349559060936414
502,3-6-3886,07 55 47.75,-61 00 49.00,0.596,19.55,16.83,14.35,12,1.53,,37.8,,-1.74,0.015,93,-2.19,0.34,0.27,-4.62,1,1,0.374,0.031,0.01654,0.00522,18.319393,3361.5,0.26525974025974025,0.009349559060936414
503,3-6-3905,07 55 49.00,-61 04 55.69,,19.65,16.76,14.15,16,0.26,,17.8,,-1.69,,88,,0.37,0.31,-4.61,0,1,0.443,0.034,0.02028,0.00657,18.303642,3431.5,0.3146017699115044,0.009349559060936414
504,3-6-3999,07 55 51.41,-60 58 01.47,,16.67,14.89,12.84,39,1.32,,54.0,,-1.06,,43,,0.53,0.7,-4.35,0,1,0.634,0.021,0.08861,0.01997,16.005,4942.4,0.831111111111111,0.009349559060936414
505,3-6-4112,07 55 55.53,-60 59 07.14,,17.51,15.39,13.31,27,13.31,,11.7,*,-1.21,,51,,0.13,0.21,-5.01,0,1,0.641,0.022,0.07674,0.01834,16.621891,3661.7,0.48304347826086946,0.009349559060936414
506,3-6-4167,07 55 57.00,-61 00 47.20,1.546,18.98,16.36,14.08,20,0.74,,13.3,,-1.56,0.011,76,-1.69,0.44,0.53,-4.5,1,1,0.427,0.027,0.02137,0.00607,17.87864,3434.9,0.31761061946902663,0.009349559060936414
507,3-6-4281,07 56 01.35,-60 57 44.12,,18.97,16.42,15.24,9,18.59,<,8.0,*,-1.59,,79,,-0.06,-0.11,,0,1,1.09,,1.81752,,17.338152,5251.8,0.9117906336088155,0.009349559060936414
508,3-6-441,07 53 46.67,-60 58 45.44,,20.21,16.93,13.96,15,15.6,<,8.0,*,-1.7,,89,,0.15,0.06,-5.03,0,1,0.151,0.021,0.00242,0.00071,18.50687,3094.1,0.13989873417721516,0.009349559060936414
509,3-6-747,07 53 56.83,-61 00 39.97,,20.97,17.98,15.5,6,0.88,,14.8,,-2.16,,151,,0.17,0.15,-4.95,0,1,,,,,19.561262,,,0.009349559060936414
510,3-7-1020,07 54 06.39,-60 48 39.10,0.458,21.09,18.05,15.44,6,2.96,,43.3,,-2.18,0.033,155,-2.53,0.28,0.06,-4.74,1,1,,,,,19.626507,,,0.009349559060936414
511,3-7-1072,07 54 08.10,-60 49 37.33,,19.24,16.32,13.77,23,0.16,,22.9,,-1.5,,71,,0.23,0.29,-4.82,0,1,0.523,0.029,0.02559,0.00772,17.862246,3411.5,0.29772727272727273,0.009349559060936414
512,3-7-1106,07 54 09.71,-60 55 22.86,,21.55,18.23,15.01,6,0.01,,24.4,,-2.21,,161,,0.11,0.29,-5.18,0,1,,,,,19.892265,,,0.009349559060936414
513,3-7-1115,07 54 09.84,-60 53 14.21,,18.42,15.89,13.57,26,6.02,<,8.0,*,-1.38,,62,,0.0,-0.05,,0,1,0.437,0.023,0.02312,0.00604,17.329199,3583.1,0.434223602484472,0.009349559060936414
514,3-7-1127,07 54 10.28,-60 50 05.31,,20.79,17.62,14.85,8,1.99,,21.6,,-1.99,,124,,0.19,0.11,-4.92,0,1,0.278,0.036,0.00745,0.00297,19.257393,,,0.009349559060936414
515,3-7-1245,07 54 14.03,-60 50 12.00,0.266,19.57,16.84,14.43,16,3.56,,93.5,,-1.74,0.009,93,-2.55,0.5,0.52,-4.45,1,1,0.399,0.032,0.01912,0.00606,18.33148,3462.1,0.3416814159292035,0.009349559060936414
516,3-7-1308,07 54 16.38,-60 53 41.90,0.872,20.1,17.22,14.66,12,1.24,,26.6,,-1.87,0.023,108,-2.09,0.28,0.28,-4.72,1,1,0.373,0.037,0.01479,0.00519,18.721224,3331.7,0.2459090909090908,0.009349559060936414
517,3-7-1402,07 54 18.83,-60 50 56.30,2.546,18.3,15.92,13.65,26,0.16,,8.9,,-1.4,0.013,63,-1.4,0.56,0.58,-4.38,1,1,0.502,0.024,0.03457,0.00896,17.30363,3632.7,0.465031055900621,0.009349559060936414
518,3-7-1435,07 54 19.67,-60 48 16.72,,17.6,15.6,13.58,31,14.42,<,8.0,*,-1.3,,56,,0.15,0.19,-4.93,0,1,0.546,0.025,0.05499,0.01398,16.869543,3750.1,0.5216666666666666,0.009349559060936414
519,3-7-1875,07 54 34.28,-60 52 13.08,,19.08,16.53,14.26,19,31.08,<,8.0,*,-1.64,,83,,-0.01,-0.02,,0,1,0.34,0.026,0.01476,0.00433,17.973293,3532.3,0.40267080745341627,0.009349559060936414
520,3-7-1913,07 54 35.54,-60 49 55.40,0.965,18.96,16.39,14.06,20,1.56,,26.1,,-1.58,0.007,77,-1.9,0.39,0.48,-4.55,1,1,0.426,0.026,0.02249,0.00628,17.821554,3583.9,0.43472049689441,0.009349559060936414
521,3-7-1981,07 54 35.32,-60 53 00.96,,18.15,15.82,13.75,28,3.75,<,8.0,*,-1.37,,61,,0.02,0.04,-5.92,0,2,0.456,0.023,0.02957,0.00752,17.166912,3751.2,0.5220567375886525,0.009349559060936414
522,3-7-1991,07 54 37.79,-60 48 34.80,,20.25,17.08,14.61,14,29.25,,36.7,*,-1.77,,97,,0.38,0.22,-4.62,0,1,0.156,0.022,0.00263,0.00086,18.689327,3120.8,0.1466582278481013,0.009349559060936414
523,3-7-2024,07 54 39.19,-60 50 58.00,0.584,20.49,17.56,14.84,9,1.61,,28.3,,-2.0,0.025,125,-2.33,0.24,0.24,-4.79,1,1,0.344,0.048,0.01242,0.00537,19.101673,,,0.009349559060936414
524,3-7-2046,07 54 39.92,-60 50 32.10,0.397,20.79,17.71,15.15,8,0.08,,30.8,,-2.04,0.025,132,-2.52,0.26,0.28,-4.78,1,1,0.262,0.042,0.00807,0.00363,19.304016,,,0.009349559060936414
525,3-7-2194,07 54 45.15,-60 54 36.00,0.498,20.03,17.03,14.51,13,0.44,,30.4,,-1.78,0.019,97,-2.29,0.23,0.32,-4.82,1,1,0.402,0.042,0.01674,0.00626,18.57888,3290.3,0.21902597402597415,0.009349559060936414
526,3-7-2200,07 54 44.21,-60 49 47.30,3.711,17.91,15.62,13.58,30,0.55,<,8.0,,-1.29,0.008,56,-1.18,0.45,0.49,-4.47,1,1,0.516,0.022,0.04143,0.01019,16.897135,3815.4,0.544822695035461,0.009349559060936414
527,3-7-2433,07 54 51.87,-60 49 43.60,0.605,19.62,16.95,14.56,13,2.47,,32.9,,-1.79,0.01,99,-2.21,0.31,0.4,-4.66,1,1,0.463,0.047,0.02369,0.00898,18.48477,3388.5,0.2827922077922078,0.009349559060936414
528,3-7-2472,07 54 53.66,-60 54 33.90,0.486,19.23,16.6,14.34,15,1.52,,24.4,,-1.66,0.008,85,-2.24,0.34,0.36,-4.61,1,1,0.369,0.028,0.01614,0.00485,18.079876,3438.9,0.32115044247787616,0.009349559060936414
529,3-7-2519,07 54 54.67,-60 49 51.50,0.226,17.51,15.33,13.28,32,6.28,,77.3,*,-1.18,0.007,49,-2.34,0.54,0.71,-4.39,1,1,0.56,0.022,0.04987,0.01215,16.66863,3623.5,0.45931677018633543,0.009349559060936414
530,3-7-2978,07 55 10.63,-60 50 20.22,,19.72,16.78,14.31,13,0.9,,50.6,,-1.69,,88,,0.33,0.38,-4.66,0,1,0.491,0.052,0.02255,0.0092,18.347147,3380.3,0.2774675324675326,0.009349559060936414
531,3-7-3074,07 55 14.51,-60 55 36.40,0.839,18.47,16.05,13.84,20,0.98,,33.1,,-1.45,0.014,67,-1.9,0.56,0.66,-4.38,1,1,0.485,0.025,0.03159,0.00842,17.441576,,,0.009349559060936414
532,3-7-312,07 53 42.05,-60 50 22.42,,19.14,16.65,14.37,18,2.93,<,8.0,*,-1.69,,88,,-0.08,-0.11,,0,1,0.465,0.032,0.02789,0.00838,18.066893,3512.4,0.3861946902654868,0.009349559060936414
533,3-7-318,07 53 41.88,-60 49 34.30,,16.36,14.25,12.22,57,8.44,<,8.0,*,-0.76,,30,,0.04,0.06,-5.48,0,1,0.561,0.021,0.05317,0.01237,15.506754,,,0.009349559060936414
534,3-7-3310,07 55 22.58,-60 48 04.05,,20.59,17.63,15.12,6,16.13,,10.2,*,-2.02,,129,,-0.06,0.03,,0,1,0.229,0.033,0.00767,0.00313,19.23915,,,0.009349559060936414
535,3-7-3356,07 55 25.74,-60 52 33.95,,19.17,16.55,14.08,12,0.49,,14.0,,-1.64,,83,,0.5,0.42,-4.44,0,1,0.46,0.03,0.02487,0.00748,18.013573,3460.4,0.34017699115044253,0.009349559060936414
536,3-7-3441,07 55 27.49,-60 48 33.20,2.432,18.07,15.77,13.64,19,0.81,<,8.0,,-1.35,0.005,60,-1.39,0.59,0.68,-4.36,1,1,0.522,0.024,0.03836,0.00982,17.13801,3678.2,0.4932919254658384,0.009349559060936414
537,3-7-3448,07 55 27.68,-60 48 13.80,3.065,17.52,15.4,13.37,21,0.03,<,8.0,,-1.22,0.013,51,-1.22,0.52,0.6,-4.4,1,1,0.552,0.022,0.05101,0.01226,16.651556,,,0.009349559060936414
538,3-7-3699,07 55 37.22,-60 51 40.31,,19.42,16.69,14.42,6,25.2,<,8.0,*,-1.68,,87,,-0.02,0.0,,0,1,0.339,0.029,0.0129,0.00407,18.197803,3452.5,0.3331858407079646,0.009349559060936414
539,3-7-3731,07 55 38.71,-60 53 52.93,,19.94,17.11,14.87,7,0.07,,26.4,,-1.83,,104,,0.14,0.03,-5.02,0,1,0.409,0.058,0.01879,0.00824,18.669743,3339.2,0.25077922077922066,0.009349559060936414
540,3-7-3884,07 55 43.62,-60 51 30.60,0.241,18.41,15.89,13.68,13,10.9,,69.1,*,-1.38,0.015,62,-2.41,0.69,0.62,-4.3,1,1,0.482,0.025,0.02945,0.00794,17.310448,3577.8,0.43093167701863366,0.009349559060936414
541,3-7-4072,07 55 52.16,-60 54 03.60,0.313,17.9,15.64,13.41,14,10.46,,81.9,,-1.3,0.024,56,-2.26,0.34,0.77,-4.6,1,1,0.55,0.023,0.0468,0.01156,16.898802,3685.7,0.4979503105590061,0.009349559060936414
542,3-7-689,07 53 55.21,-60 48 50.90,0.306,20.73,17.6,,7,11.46,,68.9,,-1.98,0.029,124,-2.61,0.33,0.24,-4.68,1,1,,,,,19.223913,,,0.009349559060936414
543,3-7-694,07 53 55.30,-60 49 42.81,,21.29,18.27,15.59,5,4.07,,23.0,,-2.27,,172,,0.27,0.2,-4.76,0,2,,,,,19.904987,,,0.009349559060936414
544,3-7-765,07 53 57.19,-60 52 52.51,,19.59,16.93,14.68,14,5.69,<,8.0,*,-1.79,,98,,0.04,-0.04,-5.54,0,1,,,,,18.486034,3552.7,0.4153416149068322,0.009349559060936414
545,3-7-801,07 53 59.11,-60 49 42.20,,20.9,17.88,15.53,8,3.51,,17.5,,-2.12,,144,,0.09,0.13,-5.22,0,1,,,,,19.465998,,,0.009349559060936414
546,3-7-869,07 54 01.20,-60 49 28.64,,19.83,17.14,14.7,12,5.93,,18.6,*,-1.87,,108,,0.02,-0.06,-5.89,0,1,0.441,0.046,0.02292,0.00859,18.639425,3454.4,0.3348672566371682,0.009349559060936414
547,3-7-912,07 54 02.08,-60 55 24.48,,16.94,14.96,12.86,43,33.67,<,8.0,*,-1.04,,42,,0.05,0.07,-5.42,0,1,,,,,16.25122,,,0.009349559060936414
548,3-7-974,07 54 04.87,-60 55 10.80,10.115,16.62,14.99,13.27,42,8.44,<,8.0,*,-1.1,0.005,45,-0.65,0.04,0.1,-5.54,1,1,0.69,,0.16042,,16.00094,4481.7,0.721589861751152,0.009349559060936414
549,3-8-1170,07 54 06.92,-60 45 20.10,1.741,19.86,16.98,14.54,13,1.16,,12.0,,-1.78,0.017,97,-1.75,0.25,0.32,-4.77,1,1,0.453,0.041,0.02122,0.00764,18.536715,3335.4,0.24831168831168837,0.009349559060936414
550,3-8-1214,07 54 17.22,-60 46 27.60,0.42,18.58,15.97,13.6,26,5.82,,53.6,*,-1.41,0.014,64,-2.18,0.46,0.49,-4.48,1,1,0.523,0.025,0.03102,0.00842,17.464544,3516.7,0.38999999999999985,0.009349559060936414
551,3-8-1666,07 54 32.53,-60 44 34.46,,21.27,17.81,14.82,7,17.36,,21.0,*,-2.03,,130,,0.23,0.19,-4.87,0,1,,,,,19.527857,,,0.009349559060936414
552,3-8-2195,07 54 52.89,-60 45 11.15,,19.5,16.83,14.55,12,11.53,<,8.0,*,-1.75,,94,,-0.04,-0.03,,0,1,0.568,0.05,0.03857,0.01493,18.340359,3565.3,0.4231677018633542,0.009349559060936414
553,3-8-2312,07 54 56.23,-60 40 30.66,,19.52,16.62,14.17,13,24.59,<,8.0,*,-1.63,,82,,0.06,0.01,-5.39,0,1,0.373,0.027,0.01436,0.00435,18.163813,3416.7,0.3015044247787609,0.009349559060936414
554,3-8-2333,07 54 57.55,-60 42 38.20,1.32,20.23,17.32,14.9,8,2.08,,14.3,,-1.91,0.021,113,-1.93,0.44,0.4,-4.53,1,1,0.338,0.046,0.01391,0.00586,18.899794,3218.6,0.18156521739130432,0.009349559060936414
555,3-8-2456,07 55 02.07,-60 42 29.60,0.709,19.01,16.37,14.18,16,0.22,,27.8,,-1.56,0.017,76,-2.03,0.32,0.4,-4.64,1,1,0.421,0.027,0.02168,0.00612,17.850418,3468.1,0.3469911504424778,0.009349559060936414
556,3-8-2611,07 55 07.76,-60 39 33.65,,18.62,15.96,13.66,19,23.18,<,8.0,*,-1.4,,63,,0.01,0.02,-6.3,0,1,0.387,0.023,0.01737,0.00465,17.419052,3393.8,0.28623376623376634,0.009349559060936414
557,3-8-2683,07 55 11.83,-60 46 02.67,,18.86,16.39,14.36,17,72.67,<,8.0,*,-1.58,,78,,0.01,-0.05,-6.13,0,1,0.36,0.027,0.01755,0.00504,17.818268,3515.2,0.3886725663716813,0.009349559060936414
558,3-8-2749,07 55 13.37,-60 41 12.94,,18.01,15.48,13.31,29,0.43,,16.6,,-1.22,,51,,0.47,0.53,-4.46,0,1,0.536,0.022,0.03526,0.00903,16.878937,3540.3,0.4076397515527952,0.009349559060936414
559,3-8-3061,07 55 23.46,-60 41 51.30,0.714,18.44,16.02,13.83,15,0.86,,36.4,,-1.44,0.009,66,-1.97,0.51,0.58,-4.42,1,1,0.509,0.025,0.0344,0.00922,17.412651,3656.5,0.4798136645962733,0.009349559060936414
560,3-8-3148,07 55 26.00,-60 44 31.01,,18.67,16.18,13.95,15,19.98,<,8.0,*,-1.5,,71,,0.41,0.31,-4.52,0,1,0.605,0.033,0.04991,0.01531,17.620054,3531.6,0.4022360248447205,0.009349559060936414
561,3-8-3165,07 55 27.66,-60 43 02.74,,18.93,16.37,14.1,12,1.64,,16.1,,-1.57,,77,,0.3,0.41,-4.66,0,1,0.428,0.028,0.02186,0.00629,17.841549,3485.5,0.36238938053097347,0.009349559060936414
562,3-8-3326,07 55 34.67,-60 46 32.78,,19.35,16.67,14.46,11,1.05,,9.4,,-1.68,,87,,0.36,0.26,-4.59,0,1,0.382,0.031,0.01793,0.0056,18.146976,3435.8,0.31840707964601783,0.009349559060936414
563,3-8-3336,07 55 33.71,-60 40 51.00,1.446,19.81,17.03,14.65,9,1.22,,17.9,,-1.81,0.017,101,-1.84,0.17,0.27,-4.94,1,1,0.367,0.039,0.01585,0.00571,18.53721,3305.4,0.22883116883116889,0.009349559060936414
564,3-8-3343,07 55 34.95,-60 45 35.74,,20.08,17.21,14.68,9,37.36,<,8.0,*,-1.87,,108,,0.14,-0.06,-5.01,0,1,0.395,0.05,0.01686,0.00694,18.795933,3435.5,0.318141592920354,0.009349559060936414
565,3-8-3360,07 55 34.64,-60 42 14.57,,19.24,16.54,14.22,11,0.64,,16.0,,-1.63,,82,,0.26,0.36,-4.73,0,1,0.28,0.035,0.01024,0.0038,18.157764,,,0.009349559060936414
566,3-8-3619,07 55 44.89,-60 44 13.00,0.709,18.1,15.76,13.62,19,0.07,,32.3,,-1.34,0.026,59,-1.92,0.47,0.51,-4.46,1,1,0.505,0.024,0.03506,0.00907,17.145233,3602.3,0.4461490683229815,0.009349559060936414
567,3-8-3738,07 55 49.64,-60 43 08.80,0.403,20.05,16.96,14.35,8,8.34,,56.6,,-1.74,0.017,93,-2.36,0.03,0.37,-5.7,1,1,0.464,0.078,0.01829,0.00979,18.65668,3307.1,0.22993506493506488,0.009349559060936414
568,3-8-43,07 53 32.71,-60 44 35.94,,20.81,17.77,15.32,7,0.37,,44.5,,-2.07,,136,,0.46,0.44,-4.52,0,1,,,,,19.370777,,,0.009349559060936414
569,3-8-798,07 54 01.03,-60 44 04.21,,20.51,17.67,15.49,8,2.61,<,8.0,,-2.05,,134,,0.0,-0.04,-7.16,0,1,,,,,19.233505,,,0.009349559060936414
570,3-8-809,07 54 01.66,-60 45 29.20,1.18,18.86,16.17,13.81,22,0.65,,24.9,,-1.48,0.01,69,-1.77,0.29,0.36,-4.68,1,1,0.463,0.025,0.02241,0.00624,17.66377,3470.6,0.3492035398230088,0.009349559060936414
571,3-8-860,07 54 03.69,-60 46 34.20,0.56,18.51,16.05,13.82,24,0.36,,22.9,,-1.45,0.009,67,-2.08,0.46,0.58,-4.47,1,1,0.474,0.025,0.02845,0.00764,17.451569,,,0.009349559060936414
572,3-8-972,07 54 07.80,-60 46 30.01,,16.37,14.43,13.29,56,34.67,<,8.0,*,-0.84,,33,,-0.05,-0.04,,0,1,1.0,,1.30742,,15.085876,5706.0,1.0411042944785276,0.009349559060936414
