,recno,Name,SpT,e_SpT,ref1,AV,Imag,VmI,Vmag,l_V-I,Teff,logL*,Mass,e_M*,E_M*,Age,e_Age,E_Age,R*,e_R*,Per,n_Per,ref2,Cl,Acc,Notes,Simbad,_RA,_DE,Separation,Mass_calc,Mass_e
347,23,MU Ori,K3,1.0,StE,0.41,12.52,1.25,5.274999294395505,,4550.0,0.001,1.28,0.17,0.09,6.9,3.6,5.1,1.61,0.24,2.22,opt,H02,3.0,N,a,Simbad,83.82873,-5.27056,1.5989649255408491,0.7884469019676165,0.05568971782550209
348,203,V2343 Ori,M3.3,1.0,P,1.8,13.68,3.33,7.124998294395505,,3300.0,-0.03,0.31,0.1,0.06,0.3,0.25,0.6,2.95,0.52,5.62,opt,H02,,,g,Simbad,83.829,-5.35217,1.653988136704423,0.41903875925452083,0.05568971782550209
349,64,2MASS J05351894-0522187,K7,1.0,H,5.24,14.99,3.63,5.294997294395504,,3970.0,0.161,0.67,0.08,0.05,0.9,0.2,0.3,2.54,0.3,,,,3.0,A,f,Simbad,83.82896,-5.37186,0.78587707953735,0.7823924797817757,0.05568971782550209
350,26,V1337 Ori,K0,2.0,H,2.46,13.64,1.86,4.954998294395503,,5030.0,0.02,1.14,0.11,0.19,17.5,8.0,9.5,1.34,0.21,,,,2.0,N,"a,f",Simbad,83.82946,-5.39711,1.8368878860072173,0.8896538467134357,0.05568971782550209
351,525,V2346 Ori,M6,1.0,H13,,17.19,,,,2800.0,,,,,,,,,,11.88,opt,P09,2.0,,c,Simbad,83.83004,-5.51751,1.5338766687645,0.0,0.0
352,37,2MASS J05351921-0522506,K5,1.0,H,3.82,14.23,2.8,5.124997294395504,,4140.0,0.097,0.83,0.19,0.28,1.5,0.6,1.4,2.17,0.32,2.27,opt,H02,3.0,,,Simbad,83.83005,-5.38074,0.9269468815787232,0.8343011921827279,0.05568971782550209
353,235,V1731 Ori,M3.4,1.0,D10,,13.91,2.74,,,3280.0,-0.505,0.28,0.08,0.1,1.7,1.2,0.6,1.73,0.32,5.82,opt,Re01,3.0,,,Simbad,83.83121,-5.61439,1.3716456032386963,0.0,0.0
354,91,V2354 Ori,M0,1.0,H13,2.25,14.41,2.59,6.664998294395504,,3770.0,-0.457,0.51,0.1,0.14,3.2,1.2,2.7,1.39,0.19,8.09,opt,H02,3.0,A,,Simbad,83.83165,-5.39919,1.442961215239632,0.48388945261648125,0.05568971782550209
355,95,V2356 Ori,M0.5,1.0,P,0.2,12.89,2.46,7.064999294395504,,3700.0,0.028,0.51,0.15,0.05,0.9,0.2,0.2,2.52,0.34,3.77,opt,P09,2.0,A,,Simbad,83.83191,-5.40739,1.547089365907647,0.4277417265716057,0.05568971782550209
356,585,2MASS J05351966-0535356,M5,1.0,H,0.0,15.4,3.01,10.324998294395504,,2880.0,-1.064,,,,,,,1.18,0.27,1.63,opt,H02,,N,b,Simbad,83.83196,-5.59325,1.3614951285103714,0.14425940259152326,0.05568971782550209
357,411,V1514 Ori,M5.5,1.0,H13,,14.39,3.5,,,2840.0,-0.588,0.1,0.01,0.08,0.08,0.03,0.92,2.1,0.36,2.26,opt,S99,3.0,,,Simbad,83.83248,-5.51045,1.6814050747567015,0.0,0.0
358,184,2MASS J05351981-0522216,M2.1,1.0,D10,,15.44,2.88,,,3477.0,-0.87,0.33,0.06,0.07,5.2,1.9,3.0,1.01,0.14,10.0,opt,R09,,,g,Simbad,83.83258,-5.37267,1.508063791768938,0.0,0.0
359,57,MLLA 151,K7,1.0,H13,0.0,14.39,1.07,7.374998294395505,,3970.0,-0.828,0.69,0.05,0.03,26.5,10.5,12.5,0.81,0.1,,,,3.0,N,"a,f",Simbad,83.83266,-5.41333,1.5421449636314026,0.38894866658264177,0.05568971782550209
360,518,V2360 Ori,M3e,1.0,H13,,16.19,,,,3360.0,,,,,,,,,,4.23,MIR,M11,2.0,,c,Simbad,83.83275,-5.51772,1.5386948955671669,0.0,0.0
361,413,2MASS J05351986-0530321,M5.5,1.0,H,1.11,15.32,4.01,10.134998294395503,,2840.0,-0.773,0.1,0.03,0.06,0.2,0.1,1.9,1.7,0.29,3.78,opt,H02,,,g,Simbad,83.83278,-5.50894,1.4962181935034664,0.15186674571470185,0.05568971782550209
362,261,V1515 Ori,M3.5,1.0,H13,,13.62,2.53,,,3260.0,-0.472,0.26,0.07,0.1,1.5,1.2,0.6,1.82,0.34,5.24,opt,H00,3.0,,,Simbad,83.8331,-5.56486,1.4302380322808668,0.0,0.0
363,544,V2362 Ori,M5e,1.0,H13,,17.03,,,,2880.0,,,,,,,,,,2.79,MIR,M11,,,c,Simbad,83.83342,-5.48664,1.5532870134834018,0.0,0.0
364,99,V1516 Ori,M0.3,1.0,P,1.6,13.4,2.46,6.174997294395505,,3728.0,-0.161,0.49,0.09,0.09,1.3,0.3,0.7,2.0,0.27,11.68,opt,H02,2.0,,,Simbad,83.83351,-5.4271,1.5664584060482083,0.5660017264371805,0.05568971782550209
365,554,V2363 Ori,M2,2.0,H13,,16.28,,,,3490.0,,,,,,,,,,5.38,opt,H02,,,c,Simbad,83.83368,-5.34554,1.5462477937052792,0.0,0.0
366,587,2MASS J05352016-0528416,M5,1.0,H,0.0,15.96,2.85,10.724998294395503,,2880.0,-1.288,,,,,,,0.91,0.21,1.99,opt,R09,,,b,Simbad,83.83403,-5.47824,1.5177371457545732,0.1291692776729143,0.05568971782550209
367,246,2MASS J05352016-0534572,M3,1.0,H,2.06,15.67,3.35,8.874999294395503,,3360.0,-0.769,0.28,0.07,0.1,3.0,0.7,2.1,1.22,0.2,1.94,opt,H02,2.0,,,Simbad,83.83401,-5.58256,1.39328139304997,0.24303984908647883,0.05568971782550209
368,620,2MASS J05352017-0523085,M2,1.0,SHC-ir,,,,,,3490.0,,,,,,,,,,9.02,MIR,M11,,,c,Simbad,83.83408,-5.38569,1.503048386375078,0.0,0.0
369,221,2MASS J05352012-0522281,M3,1.0,H13,,16.85,4.96,,,3360.0,-0.236,0.29,0.06,0.13,1.1,0.9,0.3,2.25,0.37,3.51,opt,R09,2.0,,,Simbad,83.83408,-5.37453,1.021650481904954,0.0,0.0
370,350,2MASS J05352024-0513593,M4.5,1.0,H,2.5,15.88,4.1,9.394998294395505,,3020.0,-0.653,0.16,0.06,0.11,0.7,0.61,1.7,1.72,0.34,4.12,opt,H02,2.0,,,Simbad,83.83436,-5.23316,1.5969851932880232,0.19286080652166263,0.05568971782550209
371,575,V1518 Ori,M6,1.0,H,0.0,15.69,3.84,11.444997294395504,,2800.0,-1.036,,,,,,,1.29,0.2,1.81,opt,H02,2.0,,b,Simbad,83.83449,-5.53801,1.491036851842688,0.0,0.0
372,106,MY Ori,M0.5e,1.0,H13,0.0,13.65,2.31,7.874997294395504,,3700.0,-0.369,0.45,0.07,0.12,2.0,0.6,1.5,1.59,0.22,8.2,opt,P09,2.0,A,,Simbad,83.83456,-5.51098,1.49820820302643,0.34117717245466045,0.05568971782550209
373,565,2MASS J05352035-0526173,M5.5,1.0,H,0.0,16.62,1.37,9.905000294395505,,2840.0,-1.48,,,,,,,0.75,0.13,2.14,opt,H02,3.0,A,b,Simbad,83.8348,-5.43816,1.414281342394556,0.16152693621470784,0.05568971782550209
374,129,V2367 Ori,M1,1.0,H,4.42,15.06,3.7,6.254998294395504,,3630.0,-0.108,0.41,0.08,0.1,1.0,0.2,0.3,2.23,0.31,5.81,opt,R09,2.0,,,Simbad,83.83508,-5.28733,1.639659906026141,0.5516434643457749,0.05568971782550209
375,526,2MASS J05352052-0520522,M3.5,1.0,H13,,15.5,,,,3260.0,,,,,,,,,,,,,3.0,,"c,f",Simbad,83.83554,-5.34777,1.6375478490191022,0.0,0.0
376,454,V1521 Ori,M3,1.0,D10,,15.37,,,,3360.0,,,,,,,,,,3.32,opt,S99,,,c,Simbad,83.83571,-5.34533,1.650200226902896,0.0,0.0
377,598,2MASS J05352062-0524464,M2e,1.0,H,0.0,13.58,,,,3490.0,,,,,,,,,,3.2,opt,P09,2.0,A,c,Simbad,83.83595,-5.41289,1.657860978869717,0.0,0.0
378,360,2MASS J05352063-0522455,M4.5,1.0,H13,4.37,16.12,3.68,7.344999294395505,,3020.0,-1.011,0.14,0.07,0.08,3.0,2.6,1.6,1.14,0.23,5.41,opt,R09,,N,g,Simbad,83.83598,-5.37931,1.5415831124785446,0.39195848518003906,0.05568971782550209
379,394,2MASS J05352074-0537536,M4.5,1.0,H,0.29,15.81,3.24,10.674998294395506,,3020.0,-1.161,0.12,0.06,0.09,3.9,2.4,2.5,0.96,0.19,3.38,opt,R09,2.0,,,Simbad,83.83644,-5.63158,1.1521268978189163,0.13083949834440614,0.05568971782550209
380,362,2MASS J05352083-0521300,M4.5,1.0,H,0.0,14.57,2.36,8.844998294395504,,3020.0,-0.784,0.14,0.05,0.11,1.4,1.21,1.6,1.48,0.29,4.23,opt,R09,,N,g,Simbad,83.83681,-5.35836,1.5833969848728766,0.24618247082481823,0.05568971782550209
381,48,V493 Ori,K5.5,1.0,P,3.69,14.05,2.88,5.154998294395504,,4080.0,0.175,0.74,0.13,0.22,1.0,0.3,0.8,2.44,0.33,7.2,opt,E93,,N,g,Simbad,83.83747,-5.27711,1.5455182617768086,0.8236509901025743,0.05568971782550209
382,35,MZ Ori,K5,1.0,H13,1.33,13.07,1.83,5.4849982943955045,,4140.0,-0.045,0.83,0.2,0.29,2.3,1.0,2.6,1.85,0.27,1.44,opt,H02,2.0,N,,Simbad,83.83745,-5.52269,1.3933980220986455,0.729952524622886,0.05568971782550209
383,70,V1522 Ori,K8,1.0,H,1.71,14.0,2.38,6.584999294395503,,3940.0,-0.293,0.65,0.08,0.07,3.1,1.0,1.7,1.54,0.18,7.01,opt,H02,,N,g,Simbad,83.83762,-5.46921,1.5696078481698363,0.49521011479418237,0.05568971782550209
384,555,V1339 Ori,M0,1.0,H13,0.0,15.02,,,,3770.0,,,,,,,,,,6.11,opt,P09,,,c,Simbad,83.83817,-5.43249,1.7130740542107592,0.0,0.0
385,183,2MASS J05352121-0533175,M2,1.0,H,3.46,16.24,3.58,8.274998294395504,,3490.0,-0.741,0.34,0.05,0.08,3.7,1.2,2.0,1.16,0.16,3.16,opt,R09,2.0,,,Simbad,83.83837,-5.55487,1.361963182465125,0.3031428181010966,0.05568971782550209
386,503,2MASS J05352126-0527386,M5,1.0,H13,,15.85,,,,2880.0,,,,,,,,,,1.67,opt,R09,3.0,,c,Simbad,83.8386,-5.46073,1.5831694292575471,0.0,0.0
387,189,V2375 Ori,M3,1.0,H,3.01,15.32,3.72,7.944997294395504,,3360.0,-0.398,0.32,0.09,0.06,1.5,0.7,0.4,1.87,0.31,7.92,opt,H02,,A,g,Simbad,83.8385,-5.38319,1.2235285186337517,0.3350954033939768,0.05568971782550209
388,29,V377 Ori,K4,1.0,StE,2.16,12.33,1.84,3.924998294395504,,4330.0,0.36,1.11,0.32,0.36,1.2,0.5,1.1,2.7,0.41,13.0,opt,H02,3.0,,,Simbad,83.83871,-5.41591,1.6866067685058206,0.0,0.0
389,46,V1523 Ori,K6,1.0,H,1.05,11.76,1.85,4.474998294395505,,4020.0,0.411,0.76,0.2,0.11,0.6,0.1,0.1,3.31,0.43,11.5,opt,H02,,N,g,Simbad,83.83912,-5.44555,1.5185994696576928,1.0759689115493494,0.05568971782550209
390,608,V2379 Ori,M5.5,1.0,H,0.0,16.87,,,,2840.0,,,,,,,,,,2.67,NIR,C01,,,c,Simbad,83.84011,-5.45405,1.6540268891799232,0.0,0.0
391,430,[H97b] 20399,M3.5,1.0,D10,,16.4,,,,3260.0,,,,,,,,,,6.87,opt,R09,3.0,,c,Simbad,83.84008,-5.28858,1.3388272924725686,0.0,0.0
392,172,V1282 Ori,M2,1.0,H,0.64,14.62,2.63,8.524998294395504,,3490.0,-0.686,0.35,0.06,0.06,3.3,1.1,1.7,1.24,0.17,2.95,opt,R09,,,g,Simbad,83.84053,-5.44565,1.6324145097734954,0.278497732746333,0.05568971782550209
393,52,V2383 Ori,K6,2.0,H,3.97,14.74,2.99,5.674997294395505,,4020.0,-0.07,0.72,0.26,0.39,1.9,0.9,3.2,1.9,0.36,7.46,NIR,C01,,A,g,Simbad,83.84071,-5.39422,1.4003108636166337,0.6775365162539947,0.05568971782550209
394,161,2MASS J05352184-0522082,M2,1.0,H,,14.9,3.03,,,3490.0,-0.548,0.36,0.07,0.07,2.3,0.6,1.0,1.45,0.2,0.79,opt,R09,,,g,Simbad,83.84104,-5.36897,1.6592339761479398,0.0,0.0
395,21,V494 Ori,K3,1.0,H,2.54,14.95,2.97,7.294998294395505,,4550.0,0.396,1.46,0.4,0.27,1.9,0.9,1.9,2.54,0.38,,,,2.0,,"a,f",Simbad,83.84088,-5.39832,1.2575012240375083,0.3970266962601697,0.05568971782550209
396,447,[H97b] 20416,M4.2,1.0,D10,,14.06,3.28,,,3104.0,,,,,,,,,,0.47,opt,R09,,,c,Simbad,83.84112,-5.28425,1.181217121913599,0.0,0.0
397,293,V1281 Ori,M4,1.0,H,3.69,15.64,4.35,8.214998294395505,,3160.0,-0.28,0.24,0.09,0.12,0.5,0.43,0.9,2.41,0.51,6.29,opt,S99,2.0,,,Simbad,83.84128,-5.25031,1.6041287257354249,0.30943875607837673,0.05568971782550209
398,164,2MASS J05352193-0514276,M2.5,1.0,H,0.28,13.24,2.49,7.3649982943955035,,3425.0,-0.279,0.36,0.1,0.06,1.3,0.5,0.2,2.06,0.31,1.26,opt,H02,3.0,N,,Simbad,83.84138,-5.24101,1.6650721696164763,0.38994936262671437,0.05568971782550209
399,266,2MASS J05352192-0528273,M3.5,1.0,H,3.54,15.07,4.09,7.534998294395503,,3260.0,-0.141,0.26,0.07,0.1,0.2,0.14,0.9,2.67,0.5,1.59,opt,R09,3.0,N,,Simbad,83.84137,-5.47425,1.5513658704531583,0.37424272687496196,0.05568971782550209
400,60,V1525 Ori,K8,1.0,H13,,14.7,2.41,,,3940.0,-0.554,0.68,0.08,0.08,8.2,3.1,5.3,1.14,0.14,1.38,opt,R09,,,a,Simbad,83.84193,-5.47091,1.607002991835867,0.0,0.0
401,343,2MASS J05352207-0528556,M3.8,1.0,D10,,16.53,3.11,,,3200.0,-1.381,0.16,0.07,0.12,7.7,3.2,12.3,0.66,0.13,1.34,opt,R09,3.0,,,Simbad,83.84196,-5.48211,1.3886073127398728,0.0,0.0
402,594,2MASS J05352223-0528364,M6,1.0,H,0.0,16.37,,,,2800.0,,,,,,,,,,1.62,opt,R09,3.0,,c,Simbad,83.84263,-5.4768,1.5533620267681894,0.0,0.0
403,383,2MASS J05352225-0518087,M5,1.0,H13,,15.67,3.91,,,2880.0,-0.798,0.12,0.05,0.1,0.4,0.25,2.3,1.61,0.36,2.7,opt,R09,,,g,Simbad,83.84271,-5.30243,1.432311889814702,0.0,0.0
404,576,V2386 Ori,M6,1.0,H,0.0,15.29,3.46,10.664998294395504,,2800.0,-0.876,,,,,,,1.55,0.24,4.46,opt,E93,2.0,,b,Simbad,83.84284,-5.52135,1.5545657856249495,0.13151361814606122,0.05568971782550209
405,297,V1526 Ori,M4,1.0,H13,0.0,14.49,3.06,9.464998294395505,,3160.0,-0.625,0.23,0.11,0.1,2.1,1.9,0.5,1.62,0.34,6.85,opt,S99,3.0,,,Simbad,83.84283,-5.59075,1.3437458034710312,0.1874859691346614,0.05568971782550209
406,97,V1231 Ori,M0.1,1.0,P,0.0,12.65,1.17,5.7349982943955045,,3756.0,-0.152,0.5,0.09,0.11,1.3,0.3,0.7,1.98,0.27,7.81,opt,P09,,A,g,Simbad,83.843,-5.40394,1.7069417099223494,0.6620478140154391,0.05568971782550209
407,358,V1340 Ori,M4.5e,1.0,H,0.0,14.44,2.88,9.234998294395504,,3020.0,-0.732,0.15,0.06,0.11,1.4,1.38,1.4,1.57,0.31,3.95,opt,H02,2.0,A,,Simbad,83.84324,-5.45788,1.6679730211375416,0.20671597066556133,0.05568971782550209
408,90,V1527 Ori,M0,1.0,E,0.74,13.12,2.08,6.374998294395505,,3770.0,-0.259,0.51,0.08,0.13,1.8,0.5,1.1,1.74,0.24,2.45,opt,H00,,A,g,Simbad,83.84396,-5.39547,1.8184560575822848,0.5307861219152645,0.05568971782550209
409,510,V1341 Ori,M4.5,1.0,H13,0.0,16.12,,,,3020.0,,,,,,,,,,4.58,opt,H02,3.0,,c,Simbad,83.84446,-5.25239,1.6733233872886133,0.0,0.0
410,132,V2392 Ori,M1,1.0,H13,,15.99,3.03,,,3630.0,-0.898,0.4,0.07,0.12,8.3,3.1,7.7,0.9,0.13,5.29,opt,R09,,,g,Simbad,83.84454,-5.27056,1.259627981619774,0.0,0.0
411,175,V1528 Ori,M2,1.0,H,0.54,13.87,2.44,7.684997794395505,,3490.0,-0.504,0.35,0.06,0.07,2.0,0.4,0.9,1.53,0.21,6.03,opt,H00,2.0,,,Simbad,83.84498,-5.52701,1.480987423428429,0.3591687332821208,0.05568971782550209
412,118,V2400 Ori,M1,1.0,H,0.88,13.58,2.32,6.934997794395505,,3630.0,-0.377,0.43,0.09,0.09,1.9,0.5,1.1,1.64,0.23,13.87,opt,H02,2.0,,,Simbad,83.84542,-5.5414,1.4192062788949271,0.4456936679525015,0.05568971782550209
413,136,V2401 Ori,M1,1.0,H13,,17.21,3.11,,,3630.0,-1.336,0.38,0.09,0.09,33.0,16.0,26.0,0.54,0.08,5.62,opt,H02,,,a,Simbad,83.84554,-5.22778,1.5657745909011114,0.0,0.0
414,54,2MASS J05352296-0522415,K6,2.0,H,6.28,15.35,3.89,4.874997294395504,,4020.0,0.248,0.71,0.28,0.41,0.8,0.3,0.9,2.75,0.52,2.0,opt,R09,,,g,Simbad,83.84571,-5.37822,1.657657384664157,0.9175129344457188,0.05568971782550209
415,326,V2403 Ori,M4,1.0,H,0.0,14.85,2.72,9.484998294395504,,3160.0,-0.944,0.2,0.1,0.11,3.4,3.0,2.6,1.12,0.24,2.94,MIR,M11,3.0,N,,Simbad,83.846,-5.49486,1.5397225298249788,0.18604627901953766,0.05568971782550209
416,546,2MASS J05352321-0528339,M7.75,2.0,H13,,15.92,,,,2590.0,,,,,,,,,,2.92,opt,R09,,,c,Simbad,83.84671,-5.47609,1.5526099073338535,0.0,0.0
417,533,2MASS J05352323-0525544,M2:,1.0,H13,,16.64,,,,3490.0,,,,,,,,,,0.79,opt,R09,,,c,Simbad,83.8468,-5.43179,1.4532762169051507,0.0,0.0
418,269,V1530 Ori,M3.5,1.0,H,0.92,14.73,3.07,8.794998294395503,,3260.0,-0.641,0.26,0.09,0.1,2.2,1.0,0.9,1.5,0.28,5.21,opt,H02,2.0,,,Simbad,83.84712,-5.46947,1.521431805940471,0.2512954059658042,0.05568971782550209
419,104,V1531 Ori,M0.5,1.0,H,1.16,13.14,2.33,6.224998294395505,,3700.0,-0.153,0.46,0.06,0.11,1.2,0.2,0.6,2.04,0.28,3.32,opt,S99,3.0,N,,Simbad,83.84747,-5.31407,1.6898910583694051,0.5573425350953936,0.05568971782550209
420,534,V2409 Ori,M6.5,1.0,H13,,16.87,,,,2725.0,,,,,,,,,,0.79,opt,R09,,,c,Simbad,83.84783,-5.2565,1.3911212679041287,0.0,0.0
421,100,V2410 Ori,M0.5,1.0,H13,1.22,13.87,2.27,6.834997294395505,,3700.0,-0.482,0.47,0.09,0.1,3.0,1.1,1.8,1.4,0.19,11.68,opt,H02,,N,g,Simbad,83.84802,-5.31587,1.5795306870439327,0.4596503535140614,0.05568971782550209
422,366,2MASS J05352350-0534233,M4.5,1.0,H13,,15.36,2.96,,,3020.0,-1.1,0.13,0.06,0.09,3.6,2.1,1.9,1.03,0.2,1.68,opt,R09,,,g,Simbad,83.84792,-5.57317,1.3104326531239012,0.0,0.0
423,529,V1342 Ori,M3.25,1.0,H13,,15.63,,,,3310.0,,,,,,,,,,,,,,,"c,f",Simbad,83.84831,-5.42401,1.6135366413444,0.0,0.0
424,209,V2411 Ori,M3,1.0,H,3.21,14.73,3.8,7.234997294395503,,3360.0,-0.112,0.3,0.08,0.11,0.7,0.61,0.4,2.6,0.43,,,,2.0,A,f,Simbad,83.8486,-5.44079,1.7169705421629846,0.40319512934078117,0.05568971782550209
425,181,V2413 Ori,M2e,1.0,H,0.69,14.64,2.5,8.364997294395502,,3490.0,-0.775,0.34,0.06,0.07,4.1,1.4,2.4,1.12,0.16,6.63,opt,H02,,A,g,Simbad,83.849,-5.31108,1.6514835757697135,0.2946945315792435,0.05568971782550209
426,252,V2414 Ori,M3.5,1.0,H,1.77,15.11,3.4,8.654998294395503,,3260.0,-0.588,0.27,0.1,0.09,2.0,1.1,0.8,1.59,0.3,11.1,opt,R09,,,g,Simbad,83.84985,-5.31878,1.7129851890616052,0.2652277947910774,0.05568971782550209
427,145,2MASS J05352398-0525098,M1,1.0,H,0.0,15.09,1.16,8.164998294395504,,3630.0,-1.112,0.38,0.08,0.12,15.0,5.6,17.0,0.7,0.1,5.92,opt,R09,,A,g,Simbad,83.84994,-5.41939,1.4892245989856592,0.31343994750929544,0.05568971782550209
428,321,2MASS J05352411-0521556,M4.5,1.0,H,3.86,16.1,4.63,8.784997294395504,,3020.0,-0.41,0.21,0.09,0.07,0.4,0.33,1.1,2.28,0.45,6.88,opt,H02,,,g,Simbad,83.8505,-5.36544,1.0782189921382266,0.25194194454595426,0.05568971782550209
429,177,V2420 Ori,M2,1.0,H,0.46,13.4,2.41,7.264997294395505,,3490.0,-0.335,0.35,0.06,0.08,1.4,0.2,0.5,1.86,0.26,8.55,NIR,C01,2.0,,,Simbad,83.851,-5.49921,1.530435509949711,0.4000990254304078,0.05568971782550209
430,591,2MASS J05352431-0528441,M6.5,1.0,H,0.0,15.11,3.79,10.814998294395503,,2725.0,-0.748,,,,,,,1.9,0.27,5.19,opt,R09,,,b,Simbad,83.85129,-5.47892,1.5379702224510667,0.1255694593614092,0.05568971782550209
431,395,V1283 Ori,M5.3,1.0,P,1.39,14.1,3.45,8.075000294395503,,2856.0,-0.5,0.12,0.03,0.09,0.1,0.07,0.8,2.29,0.44,2.51,opt,E93,2.0,A,,Simbad,83.85191,-5.44206,1.6664069875610883,0.3224256265775923,0.05568971782550209
432,539,2MASS J05352445-0524010,M2,2.0,H13,,15.24,,,,3490.0,,,,,,,,,,1.46,opt,R09,,,c,Simbad,83.85187,-5.40028,1.2114839866283942,0.0,0.0
433,604,V2425 Ori,M1e,1.0,H,,14.82,,,,3630.0,,,,,,,,,,,,,3.0,,"c,f",Simbad,83.85217,-5.41711,1.8426768639002449,0.0,0.0
434,557,2MASS J05352461-0511582,M3.5,1.0,H13,,13.6,,,,3260.0,,,,,,,,,,6.88,opt,H02,,,c,Simbad,83.85257,-5.19951,1.296741213445736,0.0,0.0
435,86,V1400 Ori,M0e,1.0,H13,2.15,14.13,2.63,6.524999294395505,,3770.0,-0.32,0.52,0.1,0.11,2.2,0.8,1.4,1.62,0.22,,,,,A,f,Simbad,83.85287,-5.40992,1.5040164574908728,0.5041978643251775,0.05568971782550209
436,552,V2430 Ori,M3,1.0,H13,,15.26,,,,3360.0,,,,,,,,,,4.94,opt,H02,,,c,Simbad,83.8537,-5.41949,1.6490379507631876,0.0,0.0
437,225,2MASS J05352512-0522252,M2,1.0,H,0.0,16.25,1.19,9.354998294395505,,3490.0,-1.556,0.29,0.07,0.07,39.0,19.0,20.0,0.46,0.06,4.66,opt,R09,,A,g,Simbad,83.85471,-5.37369,1.7774085246782236,0.1958572019532738,0.05568971782550209
438,390,2MASS J05352522-0529516,M5,1.0,H13,,14.87,3.11,,,2880.0,-0.852,0.12,0.05,0.09,0.6,0.35,2.3,1.51,0.34,2.47,opt,H00,2.0,,,Simbad,83.85508,-5.49767,1.3801653073698328,0.0,0.0
439,303,V1533 Ori,M4,1.0,H,2.59,15.11,3.92,8.354997294395504,,3160.0,-0.337,0.23,0.09,0.11,0.6,0.51,0.9,2.26,0.47,1.72,opt,H02,3.0,,,Simbad,83.85516,-5.55585,1.3414154043065931,0.2954527284244781,0.05568971782550209
440,452,V2436 Ori,M3.8,1.0,D10,,15.17,,,,3200.0,,,,,,,,,,2.62,opt,H02,,,c,Simbad,83.85561,-5.42488,1.3416512196832098,0.0,0.0
441,458,V496 Ori,M0,1.0,D10,,15.85,3.92,,,3770.0,,,,,,,,,,4.39,opt,S99,,,c,Simbad,83.85596,-5.36431,0.7216941251287746,0.0,0.0
442,379,2MASS J05352547-0534028,M5,1.0,H,,14.17,3.04,,,2880.0,-0.696,0.13,0.07,0.09,0.3,0.23,2.2,1.81,0.41,7.44,opt,H02,,N,g,Simbad,83.85612,-5.56746,1.5258319983856847,0.0,0.0
443,602,V417 Ori,M0.5,1.0,H,0.0,12.7,,,,3700.0,,,,,,,,,,9.0,opt,H00,2.0,,c,Simbad,83.85693,-5.5058,1.608056209788622,0.0,0.0
444,62,V2441 Ori,K8e,1.0,H,1.1,14.18,2.14,7.134997294395504,,3940.0,-0.514,0.68,0.07,0.08,7.1,2.7,3.9,1.19,0.14,0.84,opt,R09,,A,a,Simbad,83.85712,-5.38594,1.6461027762617295,0.4179634134048073,0.05568971782550209
445,304,V1538 Ori,M4,1.0,H,3.72,16.05,4.16,8.404998294395503,,3160.0,-0.563,0.23,0.1,0.12,1.8,1.6,0.5,1.74,0.36,3.21,opt,S99,2.0,,,Simbad,83.85715,-5.49315,1.6147240788908144,0.29018603590311565,0.05568971782550209
446,77,V1285 Ori,K8,1.0,H,2.17,13.64,2.64,6.024999294395505,,3940.0,0.014,0.63,0.08,0.07,1.2,0.3,0.5,2.19,0.26,10.3,opt,E93,,N,g,Simbad,83.85837,-5.42994,1.6649536494041366,0.5927948985304557,0.05568971782550209
447,7,V1232 Ori,G6,1.0,H,1.15,10.59,1.19,2.544999294395504,,5390.0,0.914,2.2,0.25,0.14,3.7,0.9,1.5,3.28,0.4,1.55,opt,H00,3.0,N,a,Simbad,83.85917,-5.46019,1.5750368382353257,0.0,0.0
448,504,2MASS J05353120-0519319,M5.5,1.0,H13,,17.16,,,,2840.0,,,,,,,,,,2.31,opt,H02,3.0,,c,Simbad,83.88003,-5.32555,1.471411474452662,0.0,0.0
449,87,2MASS J05352630-0527439,M0,1.0,H13,0.0,13.96,2.34,8.214998294395505,,3770.0,-0.433,0.52,0.1,0.13,3.1,1.2,2.3,1.43,0.19,10.36,opt,H02,3.0,,,Simbad,83.8596,-5.4622,1.6036052236749292,0.30943875607837673,0.05568971782550209
450,6,AK Ori,K2,1.0,StE,1.7,10.61,1.36,2.184997794395505,,4760.0,0.89,2.21,0.49,0.34,1.0,0.4,0.8,4.09,0.59,10.33,opt,G95,2.0,,a,Simbad,83.85976,-5.42782,1.588965214699791,0.0,0.0
451,485,2MASS J05352645-0530164,M6,1.0,H13,,14.93,3.64,,,2800.0,-0.732,,,,,,,1.83,0.29,3.7,MIR,M11,2.0,,b,Simbad,83.86021,-5.50458,1.543564275984546,0.0,0.0
452,547,V2454 Ori,M3.5,1.0,H13,,15.03,,,,3260.0,,,,,,,,,,3.03,NIR,C01,,,c,Simbad,83.86139,-5.2792,1.330715563616128,0.0,0.0
453,535,V2456 Ori,M3.5,1.0,H13,0.0,15.32,,,,3260.0,,,,,,,,,,0.85,opt,R09,,N,c,Simbad,83.86236,-5.40016,1.7570008422365064,0.0,0.0
454,520,V2459 Ori,M5.5,1.0,H13,,15.22,,,,2840.0,,,,,,,,,,5.68,opt,R09,2.0,,c,Simbad,83.86274,-5.26243,1.761222357622957,0.0,0.0
455,369,2MASS J05352720-0530247,M5,1.0,H13,,14.04,3.41,,,2880.0,-0.458,0.13,0.04,0.1,0.1,0.07,1.3,2.37,0.53,4.39,opt,S99,2.0,,,Simbad,83.86334,-5.50687,1.4027951575871784,0.0,0.0
