,Name,F3.6,e_F3.6,F4.5,e_F4.5,F5.8,e_F5.8,F8.0,e_F8.0,Per,SpT,r_SpT,Mi,SimbadName,RAJ2000,DEJ2000,recno,main_id,ra,dec,coo_err_maj,coo_err_min,coo_err_angle,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B,V,R_x,Jmag,H,K,u,g,r_xa,i,z,angDist,Mass_calc,Mass_e
159,JW 138,11.23,0.007,10.94,0.007,10.13,0.037,8.89,0.065,4.44,M3.5,H97,L,JW 138,05 34 52.9,-05 28 59.1,162,V* V1461 Ori,83.7205015072,-5.4830707392,0.0,0.0,90.0,47,05 34 52.92036,-05 28 59.0547,A,2020yCat.1350....0G,TTau*,*|Em*|G|MIR|NIR|Or*|TT*|TT?|V*|X|Y*O,28.32,0.353,9.45e-05,1.2e-06,M3.5e,,2.5094,0.0667,-0.757,0.79,0.059,0.048,90.0,,,,18.101,17.419,16.1,5.009998294395505,12.354,12.026,,,,,,0.30739,0.14059984783257046,0.055689584892635896
160,JW 140,11.05,0.003,11.08,0.005,11.04,0.014,11.27,0.051,4.58,M3.5,H97,L,JW 140,05 34 53.4,-05 10 27.9,163,2MASS J05345343-0510279,83.7226393349,-5.1744247323,0.0,0.0,90.0,40,05 34 53.43344,-05 10 27.9290,A,2020yCat.1350....0G,TTau*,*|Em*|G|IR|NIR|Rad|TT*|TT?|X|Y*O,26.525,0.041,8.85e-05,1e-07,M3.5,,3.1645,0.1644,1.33,1.168,0.14,0.127,90.0,,,,18.309,17.159,,4.106998294395504,11.52,11.281,,,,,,0.500405,0.3078526177315458,0.055689584892635896
161,R01- 1555,12.76,0.01,12.4,0.011,12.06,0.026,11.4,0.058,2.02,,,,[R2001]  1555,05 34 53.5,-05 40 04.0,164,V* V2069 Ori,83.7228461511,-5.6677923971,0.0,0.0,90.0,18,05 34 53.48308,-05 40 04.0526,A,2020yCat.1350....0G,Orion_V*,*|Em*|MIR|NIR|Or*|TT?|V*|X|Y*O,,,,,M4.4e,,2.5634,0.1024,1.278,0.47,0.089,0.078,90.0,,,,20.373,19.21,,6.023998294395504,13.548,13.254,,,,,,0.258039,0.0,0.0
162,JW 149,11.08,0.008,10.83,0.006,10.29,0.036,9.24,0.068,2.76,M3,H97,L,JW 149,05 34 54.6,-05 28 18.2,165,V* V1464 Ori,83.7276982742,-5.4717280104,0.0,0.0,90.0,39,05 34 54.64759,-05 28 18.2208,A,2020yCat.1350....0G,Orion_V*,*|Em*|MIR|NIR|Or*|TT?|V*|X|Y*?|Y*O,28.14,3.3,9.39e-05,1.1e-05,M3e,,2.6018,0.1219,0.196,-1.271,0.111,0.089,90.0,,,,19.354,18.313,17.01,5.490998294395505,12.719,12.323,,,,,,0.71084,0.10874068481250816,0.055689584892635896
163,Par 1655,11.31,0.004,11.35,0.006,11.36,0.014,11.46,0.044,7.36,,,,Parenago 1655,05 34 55.4,-05 01 39.4,166,V* V1465 Ori,83.7309026248,-5.0276318258,0.0,0.0,90.0,16,05 34 55.41663,-05 01 39.4746,A,2020yCat.1350....0G,Orion_V*,*|IR|NIR|Or*|V*|X|Y*O,26.2,,8.74e-05,,,,2.5524,0.0265,1.044,0.016,0.023,0.02,90.0,,,,16.5,,,4.386998294395504,11.754,11.573,,,,,,0.259438,0.2285047424579021,0.055689584892635896
164,JW 156,9.76,0.002,9.49,0.002,8.82,0.005,7.79,0.015,7.92,M0.5,H97,H,JW 156,05 34 55.6,-05 36 06.2,167,V* V2078 Ori,83.731480891,-5.6017280285,0.0,0.0,90.0,33,05 34 55.55541,-05 36 06.2209,A,2020yCat.1350....0G,Orion_V*,*|Em*|G|NIR|Or*|TT?|V*|X|Y*O,26.097,0.044,8.71e-05,1e-07,M0.5,,2.5595,0.0939,1.829,-1.049,0.082,0.072,90.0,,,,20.76,19.265,,4.666998294395505,11.37,10.582,,,,,,0.665927,0.1665850755165906,0.055689584892635896
165,Par 1659,8.05,0.002,8.09,0.002,7.93,0.003,7.96,0.023,17.4,K2,H97,H,Parenago 1659,05 34 56.0,-05 23 13.0,168,V* KM Ori,83.7332186563,-5.3869560661,0.0,0.0,90.0,97,05 34 55.97248,-05 23 13.0418,A,2020yCat.1350....0G,Orion_V*,*|Em*|NIR|Or*|Rad|TT*|TT?|V*|X|Y*?|Y*O,28.649,0.005,9.56e-05,0.0,K5Ve,,2.5161,0.0188,1.453,0.184,0.017,0.014,90.0,,,,12.883,11.918,,0.8689982943955048,8.23,8.06,,,,,,0.413138,0.0,0.0
166,JW 158,10.27,0.002,10.3,0.003,10.27,0.014,10.08,0.046,1.92,M1.5,H97,H,JW 158,05 34 56.0,-05 29 26.4,169,V* V478 Ori,83.7332323294,-5.4906628796,0.0,0.0,90.0,50,05 34 55.97576,-05 29 26.3864,A,2020yCat.1350....0G,Orion_V*,*|Em*|NIR|Or*|Rad|V*|X|Y*?|Y*O,26.702,0.458,8.91e-05,1.5e-06,M1.5,,2.5873,0.0497,0.683,1.65,0.047,0.039,90.0,,,,16.779,15.708,14.37,3.578998294395504,10.82,10.539,,,,,,0.362202,0.4926717393082925,0.055689584892635896
167,JW 159,10.74,0.005,10.82,0.005,10.62,0.037,10.16,0.119,1.12,M2,H97,H,JW 159,05 34 56.0,-05 31 13.1,170,V* V1466 Ori,83.7332423684,-5.5202922025,0.0,0.0,90.0,45,05 34 55.97817,-05 31 13.0519,A,2020yCat.1350....0G,Orion_V*,*|Em*|NIR|Opt|Or*|TT?|V*|X|Y*?|Y*O,29.123,0.832,9.71e-05,2.8e-06,M2,,2.4967,0.0373,2.038,0.861,0.033,0.027,90.0,,,,17.253,16.093,14.8,3.914998294395504,11.24,10.971,,,,,,0.329481,0.3713689462020635,0.055689584892635896
168,R01- 1591,11.39,0.004,11.39,0.006,11.48,0.017,11.49,0.051,0.46,,,,[R2001]  1591,05 34 56.1,-05 06 01.8,171,V* V553 Ori,83.7339216089,-5.1004814237,0.0,0.0,90.0,27,05 34 56.14119,-05 06 01.7331,A,2020yCat.1350....0G,TTau*,*|Em*|Er*|G|IR|NIR|Or*|TT*|TT?|V*|X|Y*?|Y*O,27.09,1.383,9.04e-05,4.6e-06,M4.1,,2.9024,0.0344,1.359,-0.801,0.029,0.026,90.0,,,,,16.87,,4.485998294395504,11.88,11.67,,,,,,0.618969,0.20095500373992156,0.055689584892635896
169,R01- 1592,11.55,0.005,11.53,0.006,11.57,0.016,11.51,0.022,4.19,,,,[R2001]  1592,05 34 56.3,-06 04 17.4,172,V* V1467 Ori,83.7344499865,-6.0714987639,0.0,0.0,90.0,30,05 34 56.26800,-06 04 17.3956,A,2020yCat.1350....0G,TTau*,*|Em*|NIR|Or*|TT*|V*|X|Y*?|Y*O,27.184,0.046,9.07e-05,2e-07,M0.8,,2.6101,0.0243,1.079,0.368,0.023,0.019,90.0,,,,17.39,15.886,,4.536998294395504,11.9,11.726,,,,,,0.477377,0.1889368000672124,0.055689584892635896
170,JW 166,11.61,0.005,11.69,0.008,11.57,0.031,11.08,0.124,0.67,M5,H97,L,JW 166,05 34 56.4,-05 38 05.2,173,2MASS J05345640-0538052,83.7350000464,-5.6348044917,0.0,0.0,90.0,33,05 34 56.40001,-05 38 05.2962,A,2020yCat.1350....0G,YSO,*|Em*|Ir*|NIR|V*|X|Y*O,27.64,0.435,9.22e-05,1.5e-06,M5,,2.521,0.0415,1.36,0.962,0.034,0.03,90.0,,,,18.305,17.17,,4.670998294395504,12.09,11.869,,,,,,0.09617,0.16615758148262658,0.055689584892635896
171,JW 164,10.53,0.003,10.28,0.003,9.91,0.01,9.11,0.027,6.52,M2,H97,H,JW 164,05 34 56.5,-05 27 51.1,174,V* V2080 Ori,83.7354803227,-5.4641608649,0.0,0.0,90.0,55,05 34 56.51528,-05 27 50.9791,A,2020yCat.1350....0G,TTau*,*|Em*|G|Ir*|MIR|NIR|Or*|TT*|TT?|V*|X|Y*?|Y*O,24.421,0.018,8.15e-05,1e-07,M2e,,2.493,0.0513,1.043,-0.801,0.046,0.037,90.0,,,,17.842,16.634,15.24,4.4079982943955045,11.64,11.293,,,,,,0.258171,0.22270806229229168,0.055689584892635896
172,R01- 1595,11.61,0.006,11.87,0.009,11.72,0.05,10.71,0.115,0.84,M2,R01,H,[R2001]  1595,05 34 56.6,-05 52 07.0,175,V* V1468 Ori,83.7356791672,-5.8686328143,0.0,0.0,90.0,26,05 34 56.56300,-05 52 07.0781,A,2020yCat.1350....0G,TTau*,*|EB?|IR|NIR|Opt|Or*|TT*|V*|X|Y*O,31.768,0.249,0.000106,8e-07,M2.7,,2.5703,0.0362,1.075,0.317,0.034,0.029,90.0,,,,,16.63,,4.778998294395505,12.18,11.966,,,,,,0.55759,0.15824045851244392,0.055689584892635896
173,JW 168,11.83,0.008,11.85,0.008,11.82,0.037,11.76,0.145,0.92,M5.5,H97,L,JW 168,05 34 56.8,-05 26 37.2,176,2MASS J05345675-0526372,83.7364986382,-5.4436736767,0.0,0.0,90.0,41,05 34 56.75967,-05 26 37.2252,A,2020yCat.1350....0G,TTau*,*|Em*|NIR|TT*|V*|X|Y*O,24.62,2.14,8.21e-05,7.1e-06,M5.5,,2.397,0.1011,0.528,-0.663,0.081,0.064,90.0,,,,19.648,18.438,16.76,5.122998294395504,12.443,12.172,,,,,,0.602703,0.13219121119174984,0.055689584892635896
174,CHS 6568,9.93,0.003,9.61,0.002,9.37,0.006,9.02,0.029,6.19,,,,[CHS2001] 6568,05 34 56.8,-04 46 04.8,177,V* V2084 Ori,83.7367411932,-4.7679993235,0.0,0.0,90.0,28,05 34 56.81789,-04 46 04.7976,A,2020yCat.1350....0G,Orion_V*,*|Em*|G|MIR|NIR|Or*|V*|X|Y*O,31.461,0.02,0.0001049,1e-07,,,2.6084,0.0418,1.739,-0.849,0.038,0.032,90.0,,,,,15.59,,4.291998294395505,11.46,10.961,,,,,,0.267378,0.25519967464538285,0.055689584892635896
175,JW 169,11.04,0.005,10.73,0.006,10.37,0.031,9.77,0.069,3.82,,,,JW 169,05 34 56.9,-05 22 06.3,178,V* V1469 Ori,83.737222079,-5.3684100229,0.0,0.0,90.0,45,05 34 56.93330,-05 22 06.2761,A,2020yCat.1350....0G,Orion_V*,*|Em*|MIR|NIR|Or*|V*|X|Y*?|Y*O,30.804,0.121,0.0001028,4e-07,M3,,2.4675,0.1173,0.445,-0.9,0.104,0.081,90.0,,,,22.147,19.823,,5.720998294395503,12.33,11.751,,,,,,0.497868,0.0,0.0
176,R01- 1603,11.81,0.007,11.72,0.009,11.64,0.021,11.59,0.074,5.99,M2.5,R01,L,[R2001]  1603,05 34 57.2,-05 42 02.8,179,V* V1471 Ori,83.7384880472,-5.7008114515,0.0,0.0,90.0,36,05 34 57.23713,-05 42 02.9212,A,2020yCat.1350....0G,TTau*,*|Em*|NIR|Opt|Or*|TT*|TT?|V*|X|Y*O,28.011,0.069,9.34e-05,2e-07,M1.9e,,2.5892,0.035,1.36,0.417,0.031,0.027,90.0,,,,17.976,16.835,,4.707998294395503,12.09,11.87,,,,,,0.567318,0.16361555692025756,0.055689584892635896
177,JW 175,10.51,0.009,10.03,0.008,9.49,0.052,8.06,0.069,9.19,M3,H97,L,JW 175,05 34 57.8,-05 22 51.2,180,V* V402 Ori,83.7407775566,-5.3808872035,0.0,0.0,90.0,51,05 34 57.78661,-05 22 51.1939,A,2020yCat.1350....0G,TTau*,*|Em*|G|MIR|NIR|Or*|TT*|TT?|V*|X|Y*O,28.122,0.037,9.38e-05,1e-07,M3,,2.3769,0.06,2.875,1.033,0.052,0.042,90.0,,,,17.287,16.943,,4.422998294395503,11.718,11.319,,,,,,0.200004,0.21873810441653704,0.055689584892635896
178,JW 177,10.45,0.004,10.06,0.004,9.8,0.028,9.58,0.132,9.09,M0,H97,H,JW 177,05 34 58.0,-05 17 37.7,181,V* V2089 Ori,83.741804975,-5.2938129666,0.0,0.0,90.0,43,05 34 58.03319,-05 17 37.7267,A,2020yCat.1350....0G,TTau*,*|Em*|IR|NIR|Or*|TT*|V*|X|Y*O,30.135,0.032,0.0001005,1e-07,M0,,2.6498,0.0676,0.443,-0.056,0.058,0.05,90.0,,,,18.832,17.504,,4.5219982943955035,11.513,10.995,,,,,,0.496504,0.19286080652166263,0.055689584892635896
179,JW 178,10.91,0.004,10.83,0.004,10.97,0.029,10.8,0.124,1.27,M2,H97,H,JW 178,05 34 58.2,-05 09 27.6,182,V* V780 Ori,83.7425001055,-5.1576627141,0.0,0.0,90.0,39,05 34 58.20003,-05 09 27.5858,A,2020yCat.1350....0G,TTau*,*|Em*|Er*|IR|NIR|Or*|TT*|TT?|V*|X|Y*O,24.172,0.079,8.06e-05,3e-07,M2,,2.5166,0.031,1.603,-1.44,0.028,0.024,90.0,,,,13.9,16.43,,4.170998294395504,11.455,11.196,,,,,,0.014234,0.288698584217703,0.055689584892635896
180,CHS 6721,11.16,0.004,11.0,0.004,10.9,0.014,10.98,0.07,4.42,,,,[CHS2001] 6721,05 34 58.3,-05 38 25.7,183,V* V2092 Ori,83.7427424849,-5.6405024836,0.0,0.0,90.0,25,05 34 58.25820,-05 38 25.8089,A,2020yCat.1350....0G,Orion_V*,*|Ir*|NIR|Or*|Rad|V*|X|Y*O,27.558,0.031,9.19e-05,1e-07,M2.1,,2.5664,0.257,1.809,-0.297,0.223,0.2,90.0,,,,,,,5.707998294395503,12.23,11.523,,,,,,0.633457,0.0,0.0
181,JW 186,11.18,0.004,10.69,0.004,10.49,0.018,9.7,0.04,6.03,M2.5,H97,H,JW 186,05 34 58.5,-05 32 49.9,184,V* V1474 Ori,83.7438810615,-5.5471896187,0.0,0.0,90.0,39,05 34 58.53145,-05 32 49.8826,A,2020yCat.1350....0G,TTau*,*|Em*|MIR|NIR|Or*|TT*|V*|X|Y*O,28.804,0.042,9.61e-05,1e-07,M2.5,,2.3856,0.1651,0.87,0.92,0.145,0.119,90.0,,,,21.769,20.4,18.19,5.244998294395504,12.423,11.901,,,,,,0.469933,0.12396651293172012,0.055689584892635896
182,R01- 1630,8.48,0.002,7.99,0.002,7.5,0.002,6.89,0.004,14.19,,,,[R2001]  1630,05 34 59.2,-05 44 55.3,185,V* V1712 Ori,83.7468133389,-5.7487246904,0.0,0.0,90.0,28,05 34 59.23520,-05 44 55.4089,A,2020yCat.1350....0G,Orion_V*,*|**|Em*|Er*|G|MIR|NIR|Or*|Pe*|TT?|V*|X|Y*O,22.45,0.06,7.49e-05,2e-07,M2.8,,2.7572,0.1184,1.802,-0.388,0.11,0.091,90.0,,,,,18.26,,4.6629982943955035,11.11,9.981,,,,,,0.536529,0.16701366941700335,0.055689584892635896
183,R01- 1632,10.97,0.003,10.75,0.004,10.76,0.012,10.45,0.039,5.59,,,,[R2001]  1632,05 34 59.3,-05 05 30.0,186,V* V1476 Ori,83.7471928257,-5.0916715914,0.0,0.0,90.0,25,05 34 59.32628,-05 05 30.0177,A,2020yCat.1350....0G,TTau*,*|Em*|IR|NIR|Opt|Or*|TT*|TT?|V*|X|Y*O,29.899,0.263,9.97e-05,9e-07,,,2.3819,0.168,3.493,-2.312,0.149,0.124,90.0,,,,,16.53,,4.318998294395504,11.54,11.26,,,,,,0.393017,0.24745086821630422,0.055689584892635896
184,Par 1686,10.02,0.005,9.45,0.003,9.09,0.021,8.33,0.055,8.73,M2,H97,H,Parenago 1686,05 34 59.6,-05 25 40.0,187,V* V1477 Ori,83.7484387309,-5.4277766578,0.0,0.0,90.0,63,05 34 59.62530,-05 25 39.9960,A,2020yCat.1350....0G,TTau*,*|Em*|NIR|Or*|Rad|TT*|TT?|V*|X|Y*?|Y*O,26.088,0.028,8.7e-05,1e-07,M2,,2.4261,0.0527,0.12,-0.966,0.044,0.035,90.0,,,,17.458,16.369,14.94,4.033998294395504,11.28,10.914,,,,,,0.377752,0.3316689065961191,0.055689584892635896
185,JW 194,12.51,0.01,12.33,0.012,11.9,0.048,10.91,0.098,13.87,M5.5,H97,L,JW 194,05 35 00.4,-05 09 44.1,188,2MASS J05350039-0509441,83.7516611696,-5.1622596885,0.0,0.0,90.0,28,05 35 00.39868,-05 09 44.1349,A,2020yCat.1350....0G,YSO,*|Em*|G|IR|NIR|V*|X|Y*O,23.1,0.9,7.71e-05,3e-06,M5.5,,2.4643,0.2011,1.211,0.599,0.185,0.158,90.0,,,,15.6,18.67,,5.727998294395505,13.18,12.925,,,,,,0.040062,0.0,0.0
186,JW 200,11.21,0.009,10.82,0.005,10.49,0.05,9.31,0.086,3.11,M2.5,H97,H,JW 200,05 35 00.9,-05 31 05.9,189,V* V2106 Ori,83.7535508307,-5.5183004441,0.0,0.0,90.0,34,05 35 00.85220,-05 31 05.8816,A,2020yCat.1350....0G,Orion_V*,*|Em*|MIR|NIR|Or*|V*|X|Y*?|Y*O,19.36,1.9,6.46e-05,6.3e-06,M2.5,,2.9854,0.1618,2.115,-1.834,0.145,0.111,90.0,,,,21.249,20.08,17.97,5.337998294395504,12.588,12.106,,,,,,0.713924,0.11836346856845596,0.055689584892635896
187,JW 210,9.53,0.006,9.07,0.003,8.53,0.026,7.41,0.049,9.96,K6-K8,H97,H,JW 210,05 35 01.3,-05 20 22.1,190,V* V2109 Ori,83.7555811958,-5.3394952892,0.0,0.0,90.0,38,05 35 01.33949,-05 20 22.1830,A,2020yCat.1350....0G,TTau*,*|Em*|Ir*|MIR|NIR|Or*|TT*|TT?|V*|X|Y*O,27.116,0.037,9.05e-05,1e-07,M1e,,2.4165,0.0589,3.2,0.742,0.049,0.042,90.0,,,,19.176,17.833,,4.118998294395505,10.97,10.213,,,,,,0.595553,0.30392275089152915,0.055689584892635896
188,Par 1715,10.8,0.003,10.85,0.004,10.79,0.012,10.81,0.032,2.04,M0,R01,H,Parenago 1715,05 35 01.4,-05 55 54.8,191,V* V787 Ori,83.7556838457,-5.931902452,0.0,0.0,90.0,26,05 35 01.36412,-05 55 54.8488,A,2020yCat.1350....0G,TTau*,*|Er*|NIR|Or*|TT*|V*|X|Y*O,26.413,0.038,8.81e-05,1e-07,M0.0e,,2.3656,0.0639,1.252,0.359,0.06,0.05,90.0,,,,16.0,14.9,,3.6439982943955034,11.02,10.84,,,,,,0.537496,0.46919677831504175,0.055689584892635896
189,Par 1693,11.14,0.004,11.21,0.006,11.14,0.029,11.11,0.129,2.83,M1.5,H97,H,Parenago 1693,05 35 01.4,-05 09 32.6,192,V* KV Ori,83.7559678231,-5.1590658458,0.0,0.0,90.0,42,05 35 01.43228,-05 09 32.6370,A,2020yCat.1350....0G,TTau*,*|Em*|IR|NIR|Or*|Rad|TT*|TT?|V*|X|Y*O,31.286,0.037,0.0001044,1e-07,M1.5,,2.0973,0.1789,1.105,1.222,0.159,0.139,90.0,,,,,,,4.030998294395504,11.39,11.212,,,,,,0.483623,0.3333777527806343,0.055689584892635896
190,R01- 1659,11.28,0.005,11.19,0.007,11.3,0.033,10.61,0.09,5.44,M3,R01,L,[R2001]  1659,05 35 02.0,-04 41 14.5,193,V* V1713 Ori,83.7582269023,-4.6873928485,0.002,0.001,90.0,17,05 35 01.97446,-04 41 14.6143,C,2020yCat.1350....0G,TTau*,*|NIR|Or*|TT*|V*|X|Y*O,30.06,0.375,0.0001003,1.3e-06,,,,,,,,,32767.0,,,,,18.9,,5.129998294395504,12.14,11.677,,,,,,0.398596,0.13151361814606122,0.055689584892635896
191,JW 222,9.77,0.004,9.48,0.003,9.11,0.027,8.7,0.093,5.06,M2,H97,H,JW 222,05 35 02.2,-05 29 09.9,194,V* V1320 Ori,83.759097,-5.48607,0.06,0.06,90.0,51,05 35 02.18328,-05 29 09.8520,C,2003yCat.2246....0C,TTau*,*|**|BY*|Em*|G|Ir*|NIR|TT*|TT?|V*|X|Y*O,26.74,0.47,8.92e-05,1.6e-06,M2,,,,,,,,,,,,18.57,17.355,15.77,3.9399982943955045,11.067,10.592,,,,,,0.254224,0.36287933288915747,0.055689584892635896
192,Par 1692,11.33,0.006,11.36,0.009,11.33,0.03,11.43,0.193,5.42,M2.5,R01,L,Parenago 1692,05 35 02.4,-04 49 16.2,195,V* V1714 Ori,83.7599689092,-4.8211527094,0.0,0.0,90.0,19,05 35 02.39254,-04 49 16.1498,A,2020yCat.1350....0G,Orion_V*,*|Em*|NIR|Or*|V*|X|Y*O,31.1,0.5,0.0001037,1.7e-06,,,2.5511,0.0416,1.76,-0.683,0.034,0.029,90.0,,,,16.2,16.78,,4.619998294395504,11.88,11.602,,,,,,0.122327,0.17048235691748292,0.055689584892635896
193,R01- 1663,9.79,0.003,9.87,0.005,9.79,0.008,9.73,0.031,6.96,,,,[R2001]  1663,05 35 02.7,-04 49 29.3,196,V* V1715 Ori,83.7610951,-4.8248274892,0.0,0.0,90.0,18,05 35 02.66282,-04 49 29.3790,A,2020yCat.1350....0G,Orion_V*,*|Em*|NIR|Opt|Or*|V*|X|Y*O,,,,,,,2.5908,0.0321,1.377,-1.334,0.026,0.023,90.0,,,,15.7,14.9,,3.0009982943955045,10.218,10.036,,,,,,0.561246,0.7451128238184025,0.055689584892635896
194,JW 228,12.45,0.012,12.17,0.012,11.62,0.071,10.24,0.123,3.22,M5,H97,L,JW 228,05 35 02.8,-05 32 02.8,197,V* V2124 Ori,83.7615133069,-5.5341241031,0.0,0.0,90.0,27,05 35 02.76319,-05 32 02.8468,A,2020yCat.1350....0G,Orion_V*,*|Em*|NIR|Or*|V*|Y*O,,,,,M5e,,2.3533,0.1533,1.483,-1.147,0.135,0.107,90.0,,,,20.825,19.775,18.67,5.931998294395504,13.661,13.156,,,,,,0.551509,0.0,0.0
195,Par 1741,11.32,0.004,11.35,0.006,11.4,0.015,11.28,0.022,6.41,,,,Parenago 1741,05 35 02.9,-06 05 25.2,198,V* V788 Ori,83.7622285534,-6.090345222,0.0,0.0,90.0,33,05 35 02.93485,-06 05 25.2428,A,2020yCat.1350....0G,TTau*,*|Er*|NIR|Or*|TT*|V*|X|Y*O,27.01,0.062,9.01e-05,2e-07,M2.0,,2.6017,0.0222,1.552,0.689,0.02,0.017,90.0,,,,15.8,15.85,,4.398998294395504,11.8,11.584,,,,,,0.521601,0.225008876288193,0.055689584892635896
196,JW 229,10.88,0.007,10.73,0.009,10.64,0.063,10.01,0.184,7.75,M1.5,H97,H,JW 229,05 35 03.2,-05 18 29.9,199,V* V2128 Ori,83.7631583025,-5.3083252584,0.0,0.0,90.0,41,05 35 03.15799,-05 18 29.9709,A,2020yCat.1350....0G,Orion_V*,*|Em*|Ir*|NIR|Or*|TT?|V*|X|Y*O,29.26,0.799,9.76e-05,2.7e-06,M1.5,,2.5238,0.0514,0.621,0.512,0.046,0.038,90.0,,,,17.659,16.497,,4.613998294395504,11.79,11.347,,,,,,0.631405,0.17136072724208004,0.055689584892635896
197,Par 1701,7.67,0.001,7.31,0.002,7.12,0.002,6.64,0.003,10.46,,,,Parenago 1701,05 35 03.3,-04 49 21.0,200,V* V1718 Ori,83.7635655394,-4.8225130457,0.001,0.001,90.0,34,05 35 03.25573,-04 49 21.0470,A,2018yCat.1345....0G,TTau*,*|Em*|MIR|NIR|Or*|SB*|TT*|V*|X|Y*O,13.101,0.051,4.37e-05,2e-07,,,9.0186,1.1727,8.787,3.423,2.128,2.092,90.0,,,,14.3,13.05,,1.8739982943955038,9.08,8.51,,,,,,0.663372,0.0,0.0
198,Par 1725,9.39,0.005,9.15,0.003,8.9,0.029,8.09,0.072,4.44,M1.5,H97,H,Parenago 1725,05 35 03.9,-05 29 03.4,201,V* V1481 Ori,83.7663365685,-5.484275314,0.0,0.0,90.0,68,05 35 03.92078,-05 29 03.3911,A,2020yCat.1350....0G,TTau*,*|Em*|MIR|NIR|Or*|Rad|SB*|TT*|V*|X|Y*?|Y*O,-14.627,0.062,-4.88e-05,2e-07,M2.7,,2.5366,0.0262,1.04,0.233,0.022,0.018,90.0,,,,16.264,15.153,13.96,3.153998294395505,10.44,10.122,,,,,,0.310347,0.6723337662584171,0.055689584892635896
199,JW 237,10.81,0.006,10.38,0.006,10.12,0.033,9.29,0.078,5.22,M4,H97,L,JW 237,05 35 04.0,-05 18 59.8,202,V* V2136 Ori,83.7665200184,-5.3166142225,0.0,0.0,90.0,43,05 35 03.96480,-05 18 59.8112,A,2020yCat.1350....0G,TTau*,*|Em*|Ir*|MIR|NIR|Or*|TT*|V*|X|Y*?|Y*O,26.147,0.05,8.72e-05,2e-07,M4,,2.5169,0.0915,1.015,-0.359,0.078,0.063,90.0,,,,19.824,18.592,,5.050998294395503,12.24,11.55,,,,,,0.525782,0.137739159233678,0.055689584892635896
200,R01- 1681,11.51,0.005,11.39,0.007,11.38,0.028,11.65,0.167,18.51,M3.5,R01,L,[R2001]  1681,05 35 04.0,-05 40 51.6,203,V* V1719 Ori,83.76684,-5.6810512,0.074,0.086,90.0,21,05 35 04.04160,-05 40 51.7843,B,2012yCat.1322....0Z,Orion_V*,*|NIR|Or*|V*|X|Y*O,27.79,0.035,9.27e-05,1e-07,,,,,4.7,9.3,5.9,5.8,90.0,,,,,,15.87,4.404998294395504,11.835,11.587,,,,,,0.647715,0.22385551330425044,0.055689584892635896
201,JW 243,10.34,0.006,9.94,0.006,9.41,0.018,8.68,0.044,10.1,M2,H97,H,JW 243,05 35 04.1,-05 26 37.2,204,V* V1482 Ori,83.7669304283,-5.443661042,0.0,0.0,90.0,49,05 35 04.06330,-05 26 37.1798,A,2020yCat.1350....0G,Orion_V*,*|Em*|NIR|Or*|Rad|V*|X|Y*?|Y*O,24.7,0.6,8.24e-05,2e-06,M2,,2.5299,0.1153,1.579,-0.065,0.107,0.079,90.0,,,,17.364,16.215,15.0,3.9909982943955047,11.19,10.905,,,,,,0.548349,0.34647789549606456,0.055689584892635896
202,JW 245,9.72,0.003,9.45,0.004,9.06,0.012,8.57,0.035,9.46,M2,H97,H,JW 245,05 35 04.2,-05 26 27.8,205,V* V1322 Ori,83.7674728567,-5.4410727846,0.0,0.0,90.0,43,05 35 04.19349,-05 26 27.8620,A,2020yCat.1350....0G,BYDra,*|BY*|Em*|NIR|Rad|TT?|V*|X|Y*?|Y*O,27.168,0.276,9.06e-05,9e-07,M2e,,2.5242,0.0642,1.141,-0.062,0.058,0.043,90.0,,,,17.728,16.691,15.36,4.031998294395505,11.097,10.582,,,,,,0.115367,0.3325222319608484,0.055689584892635896
203,Par 1724,7.19,0.001,7.22,0.002,7.09,0.002,7.02,0.004,5.61,K0V,H97,H,Parenago 1724,05 35 04.3,-05 08 12.5,206,V* V1321 Ori,83.7679206024,-5.1368715342,0.0,0.0,90.0,101,05 35 04.30094,-05 08 12.7375,A,2020yCat.1350....0G,Orion_V*,*|Em*|IR|NIR|Or*|Rad|TT*|V*|X|Y*O,17.6,4.17,5.87e-05,1.39e-05,K0III,,2.5447,0.0139,0.263,7.173,0.013,0.011,90.0,,,,11.94,10.538,,0.035998294395504615,7.473,7.267,,,,,,0.237942,0.0,0.0
204,JW 248,8.89,0.006,8.55,0.006,8.0,0.023,7.22,0.06,6.21,M0.5,H97,H,JW 248,05 35 04.4,-05 23 13.9,207,V* V1274 Ori A,83.7682252167,-5.3872122355,0.0,0.0,90.0,41,05 35 04.37405,-05 23 13.9640,A,2018yCat.1345....0G,**,*|**|V*|X,,,,,,,0.0133,0.2801,5.506,-1.073,0.525,0.457,90.0,,,,,,,,,,,,,,,0.392758,0.0,0.0
